task_order,task_id,task_kind,task_status,task_prompt_ref,task_title,phase_ref,milestone_id,milestone_title,milestone_class,baseline_scope,critical_path_state,merge_gate_ref
308,seq_308,seq,not_started,prompt/308.md,phase4 Playwright or other appropriate tooling testing run manage waitlist assisted booking and reconciliation suites,phase_4,MS_P4_MERGE_CONFIG_AND_PROOF,Phase 4 booking provider configuration and proof,phase_delivery,current,on_path,GATE_P4_EXIT
309,seq_309,seq,not_started,prompt/309.md,phase4 Playwright or other appropriate tooling testing run patient staff booking end to end accessibility and load suites,phase_4,MS_P4_MERGE_CONFIG_AND_PROOF,Phase 4 booking provider configuration and proof,phase_delivery,current,on_path,GATE_P4_EXIT
310,seq_310,seq,not_started,prompt/310.md,phase4 exit gate approve booking engine completion,phase_4,MS_P4_EXIT_GATE,Phase 4 booking engine exit approval,release_gate,current,on_path,GATE_P4_EXIT
311,seq_311,seq,not_started,prompt/311.md,phase5 freeze network coordination contract org boundaries and acting context rules,phase_5,MS_P5_DEFINITION_AND_ENTRY,Phase 5 network horizon contract freeze and entry gate,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
312,seq_312,seq,not_started,prompt/312.md,phase5 freeze enhanced access policy capacity ingestion and candidate ranking contracts,phase_5,MS_P5_DEFINITION_AND_ENTRY,Phase 5 network horizon contract freeze and entry gate,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
313,seq_313,seq,not_started,prompt/313.md,phase5 freeze cross org booking commit and practice visibility contracts,phase_5,MS_P5_DEFINITION_AND_ENTRY,Phase 5 network horizon contract freeze and entry gate,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
314,seq_314,seq,not_started,prompt/314.md,phase5 open parallel network tracks gate,phase_5,MS_P5_DEFINITION_AND_ENTRY,Phase 5 network horizon contract freeze and entry gate,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
315,par_315,par,not_started,prompt/315.md,phase5 track backend build network coordination case state machine and lineage links,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
316,par_316,par,not_started,prompt/316.md,phase5 track backend build staff identity org boundary and acting context resolution,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
317,par_317,par,not_started,prompt/317.md,phase5 track backend build enhanced access policy engine and versioned policy packs,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
318,par_318,par,not_started,prompt/318.md,phase5 track backend build network capacity ingestion and freshness assessment pipeline,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
319,par_319,par,not_started,prompt/319.md,phase5 track backend build coordination queue candidate ranking and sla breach risk engine,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
320,par_320,par,not_started,prompt/320.md,phase5 track backend build alternative offer generation patient choice and expiry rules,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
321,par_321,par,not_started,prompt/321.md,phase5 track backend build native hub booking commit and practice continuity messaging,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
322,par_322,par,not_started,prompt/322.md,phase5 track backend build cross org message and mesh dispatch settlement chain,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
323,par_323,par,not_started,prompt/323.md,phase5 track backend build no slot urgent bounce back callback fallback and reopen workflows,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
324,par_324,par,not_started,prompt/324.md,phase5 track backend build network reminders manage flows and practice visibility projections,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
325,par_325,par,not_started,prompt/325.md,phase5 track backend build hub supplier mirror commit reconciler and exception worker,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
326,par_326,par,not_started,prompt/326.md,phase5 track Playwright or other appropriate tooling frontend build hub desk shell and start of day views,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
327,par_327,par,not_started,prompt/327.md,phase5 track Playwright or other appropriate tooling frontend build coordination queue candidate ranking and sla visualization,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
328,par_328,par,not_started,prompt/328.md,phase5 track Playwright or other appropriate tooling frontend build patient network alternatives choice and callback fallback views,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
329,par_329,par,not_started,prompt/329.md,phase5 track Playwright or other appropriate tooling frontend build cross org commit confirmation and practice visibility surfaces,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
330,par_330,par,not_started,prompt/330.md,phase5 track Playwright or other appropriate tooling frontend build network reminders manage flows and message timeline views,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
331,par_331,par,not_started,prompt/331.md,phase5 track Playwright or other appropriate tooling frontend build no slot reopen and urgent bounce back recovery views,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
332,par_332,par,not_started,prompt/332.md,phase5 track Playwright or other appropriate tooling frontend build org aware access controls and acting context switcher,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
333,par_333,par,not_started,prompt/333.md,phase5 track Playwright or other appropriate tooling frontend build mobile and narrow screen hub workflows,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
334,par_334,par,not_started,prompt/334.md,phase5 track Playwright or other appropriate tooling frontend build cross org accessibility content and artifact handoff refinements,phase_5,MS_P5_PARALLEL_NETWORK_IMPLEMENTATION,Phase 5 parallel network coordination implementation,phase_delivery,current,on_path,GATE_P5_PARALLEL_MERGE
335,seq_335,seq,not_started,prompt/335.md,phase5 use Playwright or other appropriate tooling browser automation to configure mesh mailboxes and cross org message routes,phase_5,MS_P5_MERGE_CONFIG_AND_PROOF,Phase 5 network partner configuration and proof,phase_delivery,current,on_path,GATE_P5_EXIT
336,seq_336,seq,not_started,prompt/336.md,phase5 use Playwright or other appropriate tooling browser automation to configure network capacity feeds and partner credentials,phase_5,MS_P5_MERGE_CONFIG_AND_PROOF,Phase 5 network partner configuration and proof,phase_delivery,current,on_path,GATE_P5_EXIT
337,seq_337,seq,not_started,prompt/337.md,phase5 merge Playwright or other appropriate tooling integrate network coordination with local booking and patient portal manage flows,phase_5,MS_P5_MERGE_CONFIG_AND_PROOF,Phase 5 network partner configuration and proof,phase_delivery,current,on_path,GATE_P5_EXIT
338,seq_338,seq,not_started,prompt/338.md,phase5 Playwright or other appropriate tooling testing run org boundary capacity ingestion candidate ranking and sla suites,phase_5,MS_P5_MERGE_CONFIG_AND_PROOF,Phase 5 network partner configuration and proof,phase_delivery,current,on_path,GATE_P5_EXIT
339,seq_339,seq,not_started,prompt/339.md,phase5 Playwright or other appropriate tooling testing run hub commit mesh dispatch no slot and reopen suites,phase_5,MS_P5_MERGE_CONFIG_AND_PROOF,Phase 5 network partner configuration and proof,phase_delivery,current,on_path,GATE_P5_EXIT
340,seq_340,seq,not_started,prompt/340.md,phase5 Playwright or other appropriate tooling testing run patient choice cross org visibility and responsive regression suites,phase_5,MS_P5_MERGE_CONFIG_AND_PROOF,Phase 5 network partner configuration and proof,phase_delivery,current,on_path,GATE_P5_EXIT
341,seq_341,seq,not_started,prompt/341.md,phase5 exit gate approve network horizon completion,phase_5,MS_P5_EXIT_GATE,Phase 5 network horizon exit approval,release_gate,current,on_path,GATE_P5_EXIT
342,seq_342,seq,not_started,prompt/342.md,phase6 freeze pharmacy case model eligibility and policy pack contracts,phase_6,MS_P6_DEFINITION_AND_ENTRY,Phase 6 pharmacy loop contract freeze and entry gate,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
343,seq_343,seq,not_started,prompt/343.md,phase6 freeze directory discovery referral dispatch and outcome reconciliation contracts,phase_6,MS_P6_DEFINITION_AND_ENTRY,Phase 6 pharmacy loop contract freeze and entry gate,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
344,seq_344,seq,not_started,prompt/344.md,phase6 freeze bounce back urgent return and practice visibility contracts,phase_6,MS_P6_DEFINITION_AND_ENTRY,Phase 6 pharmacy loop contract freeze and entry gate,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
345,seq_345,seq,not_started,prompt/345.md,phase6 open parallel pharmacy tracks gate,phase_6,MS_P6_DEFINITION_AND_ENTRY,Phase 6 pharmacy loop contract freeze and entry gate,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
346,par_346,par,not_started,prompt/346.md,phase6 track backend build pharmacy case state machine and lineage linkage,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
347,par_347,par,not_started,prompt/347.md,phase6 track backend build eligibility engine pathway rules and versioned policy pack compiler,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
348,par_348,par,not_started,prompt/348.md,phase6 track backend build pharmacy directory abstraction and provider choice pipeline,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
349,par_349,par,not_started,prompt/349.md,phase6 track backend build referral pack composer and content governance binding,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
350,par_350,par,not_started,prompt/350.md,phase6 track backend build dispatch adapter transport contract and retry expiry logic,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
351,par_351,par,not_started,prompt/351.md,phase6 track backend build patient instruction generation and referral status projections,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
352,par_352,par,not_started,prompt/352.md,phase6 track backend build pharmacy outcome ingest update record observation and reconciliation pipeline,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
353,par_353,par,not_started,prompt/353.md,phase6 track backend build bounce back urgent return and reopen mechanics,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
354,par_354,par,not_started,prompt/354.md,phase6 track backend build practice visibility operations queue and exception handling views api,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
355,par_355,par,not_started,prompt/355.md,phase6 track backend build pharmacy console support region and stock truth api,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
356,par_356,par,not_started,prompt/356.md,phase6 track backend build referral dispatch monitoring and dependency degradation profiles,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
357,par_357,par,not_started,prompt/357.md,phase6 track Playwright or other appropriate tooling frontend build pharmacy console queue spine and validation board,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
358,par_358,par,not_started,prompt/358.md,phase6 track Playwright or other appropriate tooling frontend build provider choice directory and patient instruction views,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
359,par_359,par,not_started,prompt/359.md,phase6 track Playwright or other appropriate tooling frontend build referral status tracking and patient visibility surfaces,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
360,par_360,par,not_started,prompt/360.md,phase6 track Playwright or other appropriate tooling frontend build inventory truth support regions and supply delta posture,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
361,par_361,par,not_started,prompt/361.md,phase6 track Playwright or other appropriate tooling frontend build bounce back urgent return and exception handling views,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
362,par_362,par,not_started,prompt/362.md,phase6 track Playwright or other appropriate tooling frontend build practice visibility and operations queue surfaces,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
363,par_363,par,not_started,prompt/363.md,phase6 track Playwright or other appropriate tooling frontend build pharmacy safety signals override paths and settlement visibility,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
364,par_364,par,not_started,prompt/364.md,phase6 track Playwright or other appropriate tooling frontend build narrow screen and recovery postures for pharmacy console,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
365,par_365,par,not_started,prompt/365.md,phase6 track Playwright or other appropriate tooling frontend build accessibility and micro interaction refinements for pharmacy flows,phase_6,MS_P6_PARALLEL_PHARMACY_IMPLEMENTATION,Phase 6 parallel pharmacy implementation,phase_delivery,current,on_path,GATE_P6_PARALLEL_MERGE
366,seq_366,seq,not_started,prompt/366.md,phase6 use Playwright or other appropriate tooling browser automation to configure pharmacy directory and dispatch provider credentials,phase_6,MS_P6_MERGE_CONFIG_AND_PROOF,Phase 6 pharmacy dependency configuration and proof,phase_delivery,current,on_path,GATE_P6_EXIT
367,seq_367,seq,not_started,prompt/367.md,phase6 use Playwright or other appropriate tooling browser automation to request update record and referral transport sandboxes,phase_6,MS_P6_MERGE_CONFIG_AND_PROOF,Phase 6 pharmacy dependency configuration and proof,phase_delivery,current,on_path,GATE_P6_EXIT
368,seq_368,seq,not_started,prompt/368.md,phase6 merge Playwright or other appropriate tooling integrate pharmacy loop with triage portal operations and notification workflows,phase_6,MS_P6_MERGE_CONFIG_AND_PROOF,Phase 6 pharmacy dependency configuration and proof,phase_delivery,current,on_path,GATE_P6_EXIT
369,seq_369,seq,not_started,prompt/369.md,phase6 Playwright or other appropriate tooling testing run eligibility directory dispatch and outcome reconciliation suites,phase_6,MS_P6_MERGE_CONFIG_AND_PROOF,Phase 6 pharmacy dependency configuration and proof,phase_delivery,current,on_path,GATE_P6_EXIT
370,seq_370,seq,not_started,prompt/370.md,phase6 Playwright or other appropriate tooling testing run bounce back urgent return practice visibility and exception suites,phase_6,MS_P6_MERGE_CONFIG_AND_PROOF,Phase 6 pharmacy dependency configuration and proof,phase_delivery,current,on_path,GATE_P6_EXIT
371,seq_371,seq,not_started,prompt/371.md,phase6 Playwright or other appropriate tooling testing run pharmacy console patient status and responsive accessibility suites,phase_6,MS_P6_MERGE_CONFIG_AND_PROOF,Phase 6 pharmacy dependency configuration and proof,phase_delivery,current,on_path,GATE_P6_EXIT
372,seq_372,seq,not_started,prompt/372.md,phase6 exit gate approve pharmacy loop completion,phase_6,MS_P6_EXIT_GATE,Phase 6 pharmacy loop exit approval,release_gate,current,on_path,GATE_P6_EXIT
373,seq_373,seq,not_started,prompt/373.md,post phase6 open deferred nhs app and parallel assistive assurance tracks gate,phase_7,MS_POST6_SCOPE_SPLIT_GATE,Post-Phase-6 split gate for deferred NHS App and parallel assistive-assurance work,cross_phase_control,current,on_path,GATE_POST6_SCOPE_SPLIT
374,par_374,par,not_started,prompt/374.md,phase7 track gate freeze nhs app journey inventory manifest and onboarding pack,phase_7,MS_P7_DEFINITION_AND_ENTRY,Phase 7 deferred embedded-channel contract freeze,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
375,par_375,par,not_started,prompt/375.md,phase7 track gate freeze embedded context sso bridge and navigation behavior contracts,phase_7,MS_P7_DEFINITION_AND_ENTRY,Phase 7 deferred embedded-channel contract freeze,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
376,par_376,par,not_started,prompt/376.md,phase7 track gate freeze webview file handling accessibility and release guardrails,phase_7,MS_P7_DEFINITION_AND_ENTRY,Phase 7 deferred embedded-channel contract freeze,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
377,par_377,par,not_started,prompt/377.md,phase7 track backend build nhs app integration manifest and jump off mapping service,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
378,par_378,par,not_started,prompt/378.md,phase7 track backend build embedded context resolver and trusted embedded session projection,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
379,par_379,par,not_started,prompt/379.md,phase7 track backend build nhs app sso bridge and identity assertion binding flow,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
380,par_380,par,not_started,prompt/380.md,phase7 track backend build deep link site link and return to journey resolution service,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
381,par_381,par,not_started,prompt/381.md,phase7 track backend build nhs app bridge api wrapper and capability matrix service,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
382,par_382,par,not_started,prompt/382.md,phase7 track backend build embedded file handling download artifact and outbound navigation controls,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
383,par_383,par,not_started,prompt/383.md,phase7 track backend build nhs app continuity evidence bundle and manifest promotion checks,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
384,par_384,par,not_started,prompt/384.md,phase7 track backend build webview limitation recovery copy and partial visibility placeholders,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
385,par_385,par,not_started,prompt/385.md,phase7 track backend build sandpit aos scal delivery pipeline and channel release freeze checks,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
386,par_386,par,not_started,prompt/386.md,phase7 track Playwright or other appropriate tooling frontend build embedded shell split and header suppression behaviors,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
387,par_387,par,not_started,prompt/387.md,phase7 track Playwright or other appropriate tooling frontend build context aware navigation back override and return postures,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
388,par_388,par,not_started,prompt/388.md,phase7 track Playwright or other appropriate tooling frontend build nhs app sign in bootstrap and loading experience,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
389,par_389,par,not_started,prompt/389.md,phase7 track Playwright or other appropriate tooling frontend build embedded journey entry resume and deep link surfaces,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
390,par_390,par,not_started,prompt/390.md,phase7 track Playwright or other appropriate tooling frontend build bridge wrappers for navigation calendar download and external browser handoffs,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
391,par_391,par,not_started,prompt/391.md,phase7 track Playwright or other appropriate tooling frontend build webview safe file upload download and error recovery surfaces,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
392,par_392,par,not_started,prompt/392.md,phase7 track Playwright or other appropriate tooling frontend build embedded accessibility design system and mobile spacing refinements,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
393,par_393,par,not_started,prompt/393.md,phase7 track Playwright or other appropriate tooling frontend build internal embedded preview mode for design and qa,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
394,par_394,par,not_started,prompt/394.md,phase7 use Playwright or other appropriate tooling browser automation to configure nhs app sandpit manifest entries,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
395,par_395,par,not_started,prompt/395.md,phase7 use Playwright or other appropriate tooling browser automation to register site links asset associations and test routes,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
396,par_396,par,not_started,prompt/396.md,phase7 use Playwright or other appropriate tooling browser automation to validate nhs app js api capabilities in supported environments,phase_7,MS_P7_PARALLEL_EMBEDDED_CHANNEL,Phase 7 deferred embedded-channel implementation,deferred_channel,deferred,off_path,GATE_P7_DEFERRED_MERGE
397,par_397,par,not_started,prompt/397.md,phase7 merge Playwright or other appropriate tooling integrate embedded channel with existing patient portal identity and record routes,phase_7,MS_P7_MERGE_AND_PROOF,Phase 7 deferred embedded-channel merge and proof,deferred_channel,deferred,off_path,GATE_P7_EXIT
398,par_398,par,not_started,prompt/398.md,phase7 Playwright or other appropriate tooling testing run manifest context resolver and sso bridge suites,phase_7,MS_P7_MERGE_AND_PROOF,Phase 7 deferred embedded-channel merge and proof,deferred_channel,deferred,off_path,GATE_P7_EXIT
399,par_399,par,not_started,prompt/399.md,phase7 Playwright or other appropriate tooling testing run deep link bridge api webview file handling and accessibility suites,phase_7,MS_P7_MERGE_AND_PROOF,Phase 7 deferred embedded-channel merge and proof,deferred_channel,deferred,off_path,GATE_P7_EXIT
400,par_400,par,not_started,prompt/400.md,phase7 Playwright or other appropriate tooling testing run sandpit aos scal and limited release regression suites,phase_7,MS_P7_MERGE_AND_PROOF,Phase 7 deferred embedded-channel merge and proof,deferred_channel,deferred,off_path,GATE_P7_EXIT
401,par_401,par,not_started,prompt/401.md,phase7 track exit document deferred channel readiness and rollout dependencies,phase_7,MS_P7_MERGE_AND_PROOF,Phase 7 deferred embedded-channel merge and proof,deferred_channel,deferred,off_path,GATE_P7_EXIT
402,par_402,par,not_started,prompt/402.md,phase7 exit gate approve nhs app channel completion,phase_7,MS_P7_EXIT_GATE,Phase 7 deferred channel exit approval,deferred_channel,deferred,off_path,GATE_P7_EXIT
403,par_403,par,not_started,prompt/403.md,phase8 track gate freeze assistive capability boundaries policy envelope and human control rules,phase_8,MS_P8_DEFINITION_AND_ENTRY,Phase 8 assistive boundary and policy freeze,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
404,par_404,par,not_started,prompt/404.md,phase8 track gate freeze evaluation corpus shadow mode and feedback eligibility contracts,phase_8,MS_P8_DEFINITION_AND_ENTRY,Phase 8 assistive boundary and policy freeze,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
405,par_405,par,not_started,prompt/405.md,phase8 track gate freeze release candidate safety case and regulatory change control rules,phase_8,MS_P8_DEFINITION_AND_ENTRY,Phase 8 assistive boundary and policy freeze,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
406,par_406,par,not_started,prompt/406.md,phase8 track backend build evaluation corpus label store replay harness and shadow dataset,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
407,par_407,par,not_started,prompt/407.md,phase8 track backend build audio transcript and artifact normalization pipeline,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
408,par_408,par,not_started,prompt/408.md,phase8 track backend build summary note draft and structured documentation composer,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
409,par_409,par,not_started,prompt/409.md,phase8 track backend build risk extraction question suggestions and endpoint recommendation orchestrator,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
410,par_410,par,not_started,prompt/410.md,phase8 track backend build invocation eligibility capability composition and kill switch service,phase_8,MS_P8_PARALLEL_ASSISTIVE_IMPLEMENTATION,Phase 8 assistive implementation,phase_delivery,current,on_path,GATE_P8_PARALLEL_MERGE
