transition_id,machine_id,canonical_name,from_state,to_state,trigger,guards,authoritative_proofs,degraded_posture_if_missing,closure_blocker_interactions,related_objects,source_refs
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__ALTERNATIVES_OFFERED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,coordinator_selecting,alternatives_offered,A real AlternativeOfferSession is generated for patient-visible choice.,AlternativeOfferSession is current and policy-valid,AlternativeOfferSession; AlternativeOfferOptimisationPlan,blocked / recovery_only,,AlternativeOfferSession; AlternativeOfferOptimisationPlan,"phase-5-the-network-horizon.md#5E Alternative offers, patient choice, and network-facing UX"
SM_HUB_COORDINATION_CASE_STATUS__ALTERNATIVES_OFFERED__PATIENT_CHOICE_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,alternatives_offered,patient_choice_pending,Live offer set is delivered and the case waits for patient response.,Offer session remains current and visible,HubOfferToConfirmationTruthProjection(offerState = patient_choice_pending),blocked / recovery_only,,HubOfferToConfirmationTruthProjection,"phase-5-the-network-horizon.md#5E Alternative offers, patient choice, and network-facing UX"
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__CANDIDATE_REVALIDATING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,coordinator_selecting,candidate_revalidating,A selected candidate is rechecked against live capacity and policy before native booking.,Selected candidate source version and policy tuple are current,HubCommitAttempt; HubOfferToConfirmationTruthProjection(confirmationTruthState = candidate_revalidating),blocked / recovery_only,,HubCommitAttempt; HubOfferToConfirmationTruthProjection,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_COORDINATION_CASE_STATUS__CANDIDATE_REVALIDATING__NATIVE_BOOKING_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,candidate_revalidating,native_booking_pending,Native booking commit is underway.,Selected candidate remains current under the active snapshot,HubCommitAttempt; HubOfferToConfirmationTruthProjection(confirmationTruthState = native_booking_pending),blocked / recovery_only,,HubCommitAttempt; HubOfferToConfirmationTruthProjection,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_COORDINATION_CASE_STATUS__NATIVE_BOOKING_PENDING__CONFIRMATION_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,native_booking_pending,confirmation_pending,Native booking commit still awaits authoritative confirmation.,Current truth tuple still references the active attempt,HubOfferToConfirmationTruthProjection(confirmationTruthState = confirmation_pending),blocked / recovery_only,Confirmation ambiguity and practice visibility remain open,HubOfferToConfirmationTruthProjection; ExternalConfirmationGate,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_COORDINATION_CASE_STATUS__CONFIRMATION_PENDING__BOOKED_PENDING_PRACTICE_ACK,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,confirmation_pending,booked_pending_practice_ack,Hub-native confirmation settles but the origin practice still owes acknowledgement.,Current truth projection confirms booking and practice ack generation is current,HubOfferToConfirmationTruthProjection(confirmationTruthState = confirmed_pending_practice_ack); PracticeAcknowledgementRecord(ackState = pending),blocked / recovery_only,Practice acknowledgement remains an open case blocker,HubOfferToConfirmationTruthProjection; PracticeAcknowledgementRecord,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_COORDINATION_CASE_STATUS__BOOKED_PENDING_PRACTICE_ACK__BOOKED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,booked_pending_practice_ack,booked,Current practice acknowledgement debt is resolved or policy-exempt for the current generation.,PracticeAcknowledgementRecord ackState = acknowledged | not_required,PracticeAcknowledgementRecord; HubOfferToConfirmationTruthProjection(practiceVisibilityState = acknowledged | exception_granted),blocked / recovery_only,,PracticeAcknowledgementRecord; HubOfferToConfirmationTruthProjection,"phase-5-the-network-horizon.md#5H Patient communications, network reminders, manage flows, and practice visibility"
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__CALLBACK_TRANSFER_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,coordinator_selecting,callback_transfer_pending,Callback fallback is selected but not yet durably linked.,Fallback type is callback_request or callback_transfer,HubFallbackRecord(state = proposed); CallbackFallbackRecord,blocked / recovery_only,Fallback linkage remains a closure blocker,HubFallbackRecord; CallbackCase,"phase-5-the-network-horizon.md#5G No-slot handling, urgent bounce-back, callback fallback, and reopen mechanics"
SM_HUB_COORDINATION_CASE_STATUS__CALLBACK_TRANSFER_PENDING__CALLBACK_OFFERED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,callback_transfer_pending,callback_offered,Current CallbackCase and CallbackExpectationEnvelope are durably linked and patient-visible.,CallbackExpectationEnvelope exists for the current fallback fence,HubFallbackRecord(state = transferred); CallbackExpectationEnvelope,blocked / recovery_only,,HubFallbackRecord; CallbackExpectationEnvelope; CallbackCase,"phase-5-the-network-horizon.md#5G No-slot handling, urgent bounce-back, callback fallback, and reopen mechanics"
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__ESCALATED_BACK,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,coordinator_selecting,escalated_back,Case is durably returned to practice rather than staying in hub coordination.,HubReturnToPracticeRecord exists,HubReturnToPracticeRecord; HubFallbackRecord,blocked / recovery_only,,HubFallbackRecord,"phase-5-the-network-horizon.md#5G No-slot handling, urgent bounce-back, callback fallback, and reopen mechanics"
SM_HUB_COORDINATION_CASE_STATUS__BOOKED__CLOSED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,booked,closed,OpenCaseBlockers on the hub case are empty and closure is legal.,"Practice visibility, fallback linkage, supplier drift, and ownership blockers are all cleared",HubCaseClosureRecord; RequestClosureRecord(decision = close),blocked / recovery_only,,RequestClosureRecord; HubOfferToConfirmationTruthProjection,"phase-5-the-network-horizon.md#5A Network coordination contract, case model, and state machine"
SM_HUB_CONFIRMATION_TRUTH__NO_COMMIT__CANDIDATE_REVALIDATING,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,no_commit,candidate_revalidating,A selected hub candidate enters revalidation.,Selected candidate source version and offer set hash remain current,HubCommitAttempt; HubOfferToConfirmationTruthProjection,blocked / recovery_only,,HubCommitAttempt,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_CONFIRMATION_TRUTH__CANDIDATE_REVALIDATING__NATIVE_BOOKING_PENDING,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,candidate_revalidating,native_booking_pending,Native booking is dispatched on the current candidate tuple.,Current offer session and selected candidate still match,HubCommitAttempt; HubBookingEvidenceBundle,blocked / recovery_only,,HubCommitAttempt; HubBookingEvidenceBundle,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_CONFIRMATION_TRUTH__NATIVE_BOOKING_PENDING__CONFIRMATION_PENDING,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,native_booking_pending,confirmation_pending,Commit started but authoritative confirmation is not yet complete.,Truth tuple remains current,HubOfferToConfirmationTruthProjection(confirmationTruthState = confirmation_pending),blocked / recovery_only,,ExternalConfirmationGate,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_CONFIRMATION_TRUTH__CONFIRMATION_PENDING__CONFIRMED_PENDING_PRACTICE_ACK,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,confirmation_pending,confirmed_pending_practice_ack,"Booking confirmation is authoritative enough, but origin-practice visibility debt remains.",Current ackGeneration is unresolved,HubAppointmentRecord; PracticeAcknowledgementRecord(ackState = pending),blocked / recovery_only,,HubAppointmentRecord; PracticeAcknowledgementRecord,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging; phase-5-the-network-horizon.md#5H Patient communications, network reminders, manage flows, and practice visibility"
SM_HUB_CONFIRMATION_TRUTH__CONFIRMED_PENDING_PRACTICE_ACK__CONFIRMED,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,confirmed_pending_practice_ack,confirmed,Practice acknowledgement debt clears on the current generation.,ackState = acknowledged | not_required,PracticeAcknowledgementRecord; HubOfferToConfirmationTruthProjection(practiceVisibilityState = acknowledged | exception_granted),blocked / recovery_only,,PracticeAcknowledgementRecord,"phase-5-the-network-horizon.md#5H Patient communications, network reminders, manage flows, and practice visibility"
SM_HUB_CONFIRMATION_TRUTH__CONFIRMATION_PENDING__DISPUTED,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,confirmation_pending,disputed,Competing evidence or supplier drift makes confirmation ambiguous.,Current truth tuple no longer proves one calm booking chain,HubOfferToConfirmationTruthProjection(confirmationTruthState = disputed),blocked / recovery_only,,HubCommitAttempt; PracticeAcknowledgementRecord,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_HUB_CONFIRMATION_TRUTH__DISPUTED__SUPERSEDED,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,disputed,superseded,A later authoritative tuple replaces the disputed projection.,Newer truth tuple is current,HubOfferToConfirmationTruthProjection(confirmationTruthState = superseded),blocked / recovery_only,,HubAppointmentRecord,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging"
SM_PHARMACY_CASE_STATUS__CANDIDATE_RECEIVED__RULES_EVALUATING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,candidate_received,rules_evaluating,Service type and pathway eligibility are computed for the new pharmacy branch.,Pharmacy child LineageCaseLink is current; DecisionEpoch is unsuperseded,ServiceTypeDecision; PathwayEligibilityEvaluation,blocked / recovery_only,,ServiceTypeDecision; PathwayEligibilityEvaluation,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_CASE_STATUS__RULES_EVALUATING__INELIGIBLE_RETURNED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,rules_evaluating,ineligible_returned,Pathway rules reject safe pharmacy progression and return the work.,Eligibility evaluation recommends return,PathwayEligibilityEvaluation(recommendedLane = return),blocked / recovery_only,,PathwayEligibilityEvaluation,"phase-6-the-pharmacy-loop.md#6B Eligibility engine, pathway rules, and versioned policy packs"
SM_PHARMACY_CASE_STATUS__RULES_EVALUATING__ELIGIBLE_CHOICE_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,rules_evaluating,eligible_choice_pending,Pathway rules allow provider choice and referral progression.,Eligibility evaluation recommends pharmacy lane,PathwayEligibilityEvaluation(recommendedLane = pharmacy),blocked / recovery_only,,PharmacyChoiceSession,"phase-6-the-pharmacy-loop.md#6B Eligibility engine, pathway rules, and versioned policy packs"
SM_PHARMACY_CASE_STATUS__ELIGIBLE_CHOICE_PENDING__PROVIDER_SELECTED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,eligible_choice_pending,provider_selected,A provider is durably selected from the current choice session.,Choice session and ranking tuple remain current,PharmacyChoiceSession; PharmacyChoiceOverrideAcknowledgement when required,blocked / recovery_only,,PharmacyChoiceSession; PharmacyChoiceProof,"phase-6-the-pharmacy-loop.md#6C Pharmacy discovery, provider choice, and directory abstraction"
SM_PHARMACY_CASE_STATUS__PROVIDER_SELECTED__CONSENT_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,provider_selected,consent_pending,"Selection exists but valid referral consent is missing, expired, or withdrawn.",Current PharmacyConsentCheckpoint is not satisfied,PharmacyConsentCheckpoint(checkpointState = expiring | renewal_required | withdrawn | revoked_post_dispatch | withdrawal_reconciliation | recovery_required),blocked / recovery_only,Consent checkpoint blocks dispatch and calm pharmacy reassurance,PharmacyConsentCheckpoint,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_CASE_STATUS__PROVIDER_SELECTED__PACKAGE_READY,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,provider_selected,package_ready,Valid consent exists and the canonical referral package is frozen.,Current PharmacyConsentCheckpoint.checkpointState = satisfied,PharmacyConsentCheckpoint(checkpointState = satisfied); PharmacyReferralPackage(packageState = frozen),blocked / recovery_only,,PharmacyConsentCheckpoint; PharmacyReferralPackage,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_CASE_STATUS__PACKAGE_READY__CONSENT_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,package_ready,consent_pending,"Provider, scope, or consent drift invalidates the prior package.",Consent checkpoint no longer remains satisfied,PharmacyConsentCheckpoint; PharmacyConsentRevocationRecord,blocked / recovery_only,,PharmacyConsentCheckpoint; PharmacyConsentRevocationRecord,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_CASE_STATUS__PACKAGE_READY__DISPATCH_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,package_ready,dispatch_pending,Dispatch attempt begins on the frozen package and provider tuple.,Current consent checkpoint remains satisfied; Current route intent and request ownership fences still match,PharmacyDispatchAttempt(status = created); CommandActionRecord,blocked / recovery_only,,PharmacyDispatchAttempt; PharmacyConsentCheckpoint; RequestLifecycleLease,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_CASE_STATUS__DISPATCH_PENDING__REFERRED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,dispatch_pending,referred,Dispatch proof is sufficient for referral handoff under the transport assurance profile.,Relevant confirmation gate is created or refreshed,PharmacyDispatchAttempt(status = proof_satisfied); ExternalConfirmationGate,blocked / recovery_only,,PharmacyDispatchAttempt; ExternalConfirmationGate,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_CASE_STATUS__REFERRED__CONSULTATION_OUTCOME_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,referred,consultation_outcome_pending,Referral is durably dispatched and the case awaits pharmacy outcome.,Current dispatch tuple remains matched to the package and provider,PharmacyDispatchAttempt(status = proof_satisfied); PharmacyContinuityEvidenceProjection,blocked / recovery_only,,PharmacyDispatchAttempt; PharmacyContinuityEvidenceProjection,"phase-6-the-pharmacy-loop.md#6E Patient instructions, referral status, and pharmacy-facing UX logic"
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__RESOLVED_BY_PHARMACY,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,consultation_outcome_pending,resolved_by_pharmacy,Pharmacy outcome is strong enough to settle the branch locally.,Outcome source correlation is strong and no reconciliation gate remains open,PharmacyOutcomeRecord; PharmacyOutcomeMilestone,blocked / recovery_only,,PharmacyOutcomeRecord; CommandSettlementRecord,"phase-6-the-pharmacy-loop.md#6F Outcome ingest, Update Record observation, and reconciliation"
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__UNRESOLVED_RETURNED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,consultation_outcome_pending,unresolved_returned,Outcome proves unresolved return to practice rather than pharmacy resolution.,Return evidence is strong enough,PharmacyOutcomeRecord; PharmacyReopenSignal,blocked / recovery_only,,PharmacyOutcomeRecord,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics"
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__URGENT_BOUNCE_BACK,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,consultation_outcome_pending,urgent_bounce_back,Urgent return or bounce-back is required.,Urgency carry floor and bounce-back record are current,PharmacyBounceBackRecord,blocked / recovery_only,Urgent bounce-back remains an explicit continuation path,PharmacyBounceBackRecord,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics"
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__NO_CONTACT_RETURN_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,consultation_outcome_pending,no_contact_return_pending,No-contact return is required rather than quiet closure.,Reachability plan or outcome evidence proves no contact return,PharmacyReachabilityPlan; PharmacyOutcomeRecord,blocked / recovery_only,No-contact return must remain explicit and cannot auto-close,PharmacyReachabilityPlan; PharmacyOutcomeRecord,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics"
SM_PHARMACY_CASE_STATUS__CONSULTATION_OUTCOME_PENDING__OUTCOME_RECONCILIATION_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,consultation_outcome_pending,outcome_reconciliation_pending,Weak or ambiguous outcome truth requires case-local reconciliation review.,Current outcome source is weakly correlated or contradictory,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,blocked / recovery_only,Outcome reconciliation remains open until resolved,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,"phase-6-the-pharmacy-loop.md#6F Outcome ingest, Update Record observation, and reconciliation"
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__RESOLVED_BY_PHARMACY,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,outcome_reconciliation_pending,resolved_by_pharmacy,Reconciliation resolves in favor of pharmacy completion.,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,blocked / recovery_only,,PharmacyOutcomeReconciliationGate,"phase-6-the-pharmacy-loop.md#6F Outcome ingest, Update Record observation, and reconciliation"
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__UNRESOLVED_RETURNED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,outcome_reconciliation_pending,unresolved_returned,Reconciliation resolves to unresolved return-to-practice.,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyOutcomeRecord,blocked / recovery_only,,PharmacyOutcomeReconciliationGate,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics"
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__URGENT_BOUNCE_BACK,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,outcome_reconciliation_pending,urgent_bounce_back,Reconciliation concludes urgent bounce-back is required.,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyBounceBackRecord,blocked / recovery_only,,PharmacyOutcomeReconciliationGate; PharmacyBounceBackRecord,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics"
SM_PHARMACY_CASE_STATUS__OUTCOME_RECONCILIATION_PENDING__NO_CONTACT_RETURN_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,outcome_reconciliation_pending,no_contact_return_pending,Reconciliation concludes no-contact return remains the live branch.,Current reconciliation gate is settled,PharmacyOutcomeReconciliationGate; PharmacyReachabilityPlan,blocked / recovery_only,,PharmacyOutcomeReconciliationGate; PharmacyReachabilityPlan,"phase-6-the-pharmacy-loop.md#6G Bounce-back, urgent return, and reopen mechanics"
SM_PHARMACY_CASE_STATUS__RESOLVED_BY_PHARMACY__CLOSED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,resolved_by_pharmacy,closed,"Resolved pharmacy branch has no remaining blocker, consent, dispatch, or outcome debt.",Current closure blocker refs are empty,PharmacyClosureSettlement; RequestClosureRecord(decision = close),blocked / recovery_only,,RequestClosureRecord,"phase-6-the-pharmacy-loop.md#6H Practice visibility, operations queue, and pharmacy exception handling"
SM_PHARMACY_CONSENT_CHECKPOINT__SATISFIED__EXPIRING,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,satisfied,expiring,Consent approaches expiry under the same provider and package scope.,Consent record is still current but nearing expiry,PharmacyConsentCheckpoint(checkpointState = expiring),blocked / recovery_only,,PharmacyConsentRecord,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_CONSENT_CHECKPOINT__EXPIRING__RENEWAL_REQUIRED,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,expiring,renewal_required,Consent can no longer authorize dispatch or continuation.,Current consent expires or drifts out of scope,PharmacyConsentCheckpoint(checkpointState = renewal_required),blocked / recovery_only,,PharmacyConsentRecord,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_CONSENT_CHECKPOINT__SATISFIED__WITHDRAWN,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,satisfied,withdrawn,Consent is withdrawn before dispatch.,Withdrawal is authoritative and pre-dispatch,PharmacyConsentRevocationRecord(revocationKind = pre_dispatch),blocked / recovery_only,,PharmacyConsentRevocationRecord,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_CONSENT_CHECKPOINT__SATISFIED__REVOKED_POST_DISPATCH,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,satisfied,revoked_post_dispatch,Consent is revoked after dispatch already occurred.,Revocation kind is post_dispatch,PharmacyConsentRevocationRecord(revocationKind = post_dispatch),blocked / recovery_only,,PharmacyConsentRevocationRecord; PharmacyDispatchAttempt,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_CONSENT_CHECKPOINT__REVOKED_POST_DISPATCH__WITHDRAWAL_RECONCILIATION,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,revoked_post_dispatch,withdrawal_reconciliation,Withdrawal must be reconciled downstream after dispatch already left the platform.,Downstream withdrawal state is not_required | requested | confirmed | disputed,PharmacyConsentRevocationRecord; PharmacyConsentCheckpoint(checkpointState = withdrawal_reconciliation),blocked / recovery_only,,PharmacyConsentRevocationRecord,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_CONSENT_CHECKPOINT__WITHDRAWAL_RECONCILIATION__RECOVERY_REQUIRED,SM_PHARMACY_CONSENT_CHECKPOINT,PharmacyConsentCheckpoint.checkpointState,withdrawal_reconciliation,recovery_required,Withdrawal cannot be fully reconciled and needs governed recovery.,Current downstream acknowledgement remains disputed or impossible_after_handoff,PharmacyConsentRevocationRecord; ReleaseRecoveryDisposition,blocked / recovery_only,,ReleaseRecoveryDisposition,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine"
SM_PHARMACY_DISPATCH_STATUS__CREATED__ADAPTER_DISPATCHED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,created,adapter_dispatched,Adapter dispatch begins on the frozen plan and package tuple.,dispatchPlanHash and packageHash still match; Current RouteIntentBinding and RequestLifecycleLease fences are current,AdapterDispatchAttempt; CommandActionRecord,blocked / recovery_only,,PharmacyDispatchPlan; RouteIntentBinding; RequestLifecycleLease,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_DISPATCH_STATUS__ADAPTER_DISPATCHED__TRANSPORT_ACCEPTED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,adapter_dispatched,transport_accepted,Transport layer accepts the dispatch.,Adapter receipt is accepted on the current attempt fence,AdapterReceiptCheckpoint(transportAcceptanceState = accepted),blocked / recovery_only,,AdapterReceiptCheckpoint,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_DISPATCH_STATUS__TRANSPORT_ACCEPTED__PROVIDER_ACCEPTED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,transport_accepted,provider_accepted,Provider-side acceptance is observed.,"Provider acceptance binds to the same package, provider, and outbound reference set",AdapterReceiptCheckpoint(providerAcceptanceState = accepted),blocked / recovery_only,,AdapterReceiptCheckpoint,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_DISPATCH_STATUS__PROVIDER_ACCEPTED__PROOF_PENDING,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,provider_accepted,proof_pending,Provider accepted the request but authoritative dispatch proof is still pending.,Active transport assurance profile still requires more proof,PharmacyDispatchAttempt(status = proof_pending); ExternalConfirmationGate,blocked / recovery_only,,ExternalConfirmationGate,"phase-0-the-foundation-protocol.md#Pharmacy dispatch truth; phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__PROOF_SATISFIED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,proof_pending,proof_satisfied,Authoritative dispatch proof lands for the same tuple.,Relevant confirmation gate is satisfied enough for the transport class,PharmacyDispatchAttempt(authoritativeProofRef != null); ExternalConfirmationGate(state = confirmed),blocked / recovery_only,,ExternalConfirmationGate,phase-0-the-foundation-protocol.md#Pharmacy dispatch truth
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__RECONCILIATION_REQUIRED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,proof_pending,reconciliation_required,"Proof remains weak, conflicting, or tuple-drifted and needs review.",Current tuple cannot settle proof on this attempt,ExternalConfirmationGate(state = pending | disputed); PharmacyDispatchAttempt(status = reconciliation_required),blocked / recovery_only,,ExternalConfirmationGate,phase-0-the-foundation-protocol.md#Pharmacy dispatch truth
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__FAILED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,proof_pending,failed,Authoritative failure lands on the current attempt chain.,Failure binds to the same dispatch tuple,AdapterReceiptCheckpoint(transportAcceptanceState = rejected | timed_out); CommandSettlementRecord(authoritativeOutcomeState = failed),blocked / recovery_only,,CommandSettlementRecord,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_DISPATCH_STATUS__PROOF_PENDING__EXPIRED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,proof_pending,expired,Proof deadline elapses without authoritative settlement.,proofDeadlineAt passes,PharmacyDispatchAttempt(status = expired),blocked / recovery_only,,ExternalConfirmationGate,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_PHARMACY_DISPATCH_STATUS__RECONCILIATION_REQUIRED__SUPERSEDED,SM_PHARMACY_DISPATCH_STATUS,PharmacyDispatchAttempt.status,reconciliation_required,superseded,A fresh dispatch attempt supersedes the ambiguous one.,New attempt is current on the same package family or replacement package,PharmacyDispatchAttempt(supersededByAttemptRef != null),blocked / recovery_only,,PharmacyDispatchAttempt,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract"
SM_ADMIN_RESOLUTION_CASE__QUEUED__IN_PROGRESS,SM_ADMIN_RESOLUTION_CASE,AdminResolutionCase.state,queued,in_progress,Admin-resolution work is claimed on the current boundary tuple.,clinicalMeaningState = bounded_admin_only; DecisionEpoch remains current,AdminResolutionActionRecord(actionType = claim); ReviewActionLease,blocked / recovery_only,,AdminResolutionExperienceProjection; DecisionEpoch,self-care-content-and-admin-resolution-blueprint.md#Admin-resolution domain
