requirement_id,requirement_title,requirement_type,canonicality,source_file,source_heading_or_logical_block,direct_quote_or_precise_paraphrase,rationale,affected_phases,affected_domains,actors_personas,audience_tiers,channels,primary_objects,preconditions,trigger,expected_behavior,failure_or_degraded_behavior,closure_blockers_or_guards,external_dependencies,FHIR_or_representation_implications,security_privacy_implications,observability_implications,acceptance_test_hint,related_requirement_ids,status,notes
REQ-TEST-phase-9-the-assurance-ledger-md-028,large-volume event ingestion tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,large-volume event ingestion tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,large-volume event ingestion tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",large-volume event ingestion tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-029,projection freshness tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,projection freshness tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,projection freshness tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",projection freshness tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-030,stale dependency feed tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,stale dependency feed tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,stale dependency feed tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",stale dependency feed tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-031,continuity-control health projection tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,continuity-control health projection tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,continuity-control health projection tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",continuity-control health projection tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-032,UI performance tests on live dashboards,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,UI performance tests on live dashboards,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,UI performance tests on live dashboards,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",UI performance tests on live dashboards,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-033,filter and slice consistency tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,filter and slice consistency tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,filter and slice consistency tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",filter and slice consistency tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-034,"`OpsOverviewContextFrame` continuity tests across scope, horizon, filter, drill-down return, board tuple, and resumed action-eligibility fence state",test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,"`OpsOverviewContextFrame` continuity tests across scope, horizon, filter, drill-down return, board tuple, and resumed action-eligibility fence state",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,operations_lead,operations,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"`OpsOverviewContextFrame` continuity tests across scope, horizon, filter, drill-down return, board tuple, and resumed action-eligibility fence state",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","`OpsOverviewContextFrame` continuity tests across scope, horizon, filter, drill-down return, board tuple, and resumed action-eligibility fence state",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-035,cross-surface `OpsOverviewSliceEnvelope` trust-normalization tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,cross-surface `OpsOverviewSliceEnvelope` trust-normalization tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,operations_lead,operations,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,cross-surface `OpsOverviewSliceEnvelope` trust-normalization tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",cross-surface `OpsOverviewSliceEnvelope` trust-normalization tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-036,`InvestigationDrawerSession` snapshot-parity and rebase-diff tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,`InvestigationDrawerSession` snapshot-parity and rebase-diff tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,identity|assurance,cross_programme,cross_audience,cross_channel,Session,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,`InvestigationDrawerSession` snapshot-parity and rebase-diff tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",`InvestigationDrawerSession` snapshot-parity and rebase-diff tests,REQ-OBJ-session,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-037,"`InterventionCandidateLease` observe-only, stale-reacquire, read-only-recovery, and blocked-state tests for stale or quarantined slices",test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,"`InterventionCandidateLease` observe-only, stale-reacquire, read-only-recovery, and blocked-state tests for stale or quarantined slices",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"`InterventionCandidateLease` observe-only, stale-reacquire, read-only-recovery, and blocked-state tests for stale or quarantined slices",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","`InterventionCandidateLease` observe-only, stale-reacquire, read-only-recovery, and blocked-state tests for stale or quarantined slices",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-038,"`LiveBoardDeltaWindow` pause, batch, tuple-drift, and deterministic-resume tests",test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,"`LiveBoardDeltaWindow` pause, batch, tuple-drift, and deterministic-resume tests",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"`LiveBoardDeltaWindow` pause, batch, tuple-drift, and deterministic-resume tests",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","`LiveBoardDeltaWindow` pause, batch, tuple-drift, and deterministic-resume tests",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-039,WORM tamper-detection tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,WORM tamper-detection tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,WORM tamper-detection tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",WORM tamper-detection tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-040,audit-search correctness tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,audit-search correctness tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,audit-search correctness tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",audit-search correctness tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-041,timeline-hash reproducibility tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,timeline-hash reproducibility tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,timeline-hash reproducibility tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",timeline-hash reproducibility tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-042,break-glass review workflow tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,break-glass review workflow tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,triage|assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,break-glass review workflow tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",break-glass review workflow tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-043,support replay masking tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,support replay masking tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,support|assurance,support_advisor,support,support_console,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,support replay masking tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",support replay masking tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-044,"support replay restore-settlement, checkpoint-hash, mask-scope, and held-draft revalidation tests",test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,"support replay restore-settlement, checkpoint-hash, mask-scope, and held-draft revalidation tests",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,intake|support|assurance,support_advisor,support,support_console,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"support replay restore-settlement, checkpoint-hash, mask-scope, and held-draft revalidation tests",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","support replay restore-settlement, checkpoint-hash, mask-scope, and held-draft revalidation tests",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-045,"operations-shell return tests proving audit pivots preserve `investigationQuestionHash`, `scopeHash`, `timelineHash`, and selected-anchor tuple across replay, governance review, and evidence export",test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,"operations-shell return tests proving audit pivots preserve `investigationQuestionHash`, `scopeHash`, `timelineHash`, and selected-anchor tuple across replay, governance review, and evidence export",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,triage|operations|governance|frontend|assurance,operations_lead|governance_lead,operations|governance,staff_console,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"operations-shell return tests proving audit pivots preserve `investigationQuestionHash`, `scopeHash`, `timelineHash`, and selected-anchor tuple across replay, governance review, and evidence export",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,"This requirement affects PHI exposure, subject binding, masking, or consent posture and must fail closed on ambiguous trust or scope.","Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.","operations-shell return tests proving audit pivots preserve `investigationQuestionHash`, `scopeHash`, `timelineHash`, and selected-anchor tuple across replay, governance review, and evidence export",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-046,"break-glass adequacy, visibility-widening, expiry, and review-burden tests",test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,"break-glass adequacy, visibility-widening, expiry, and review-burden tests",Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,triage|assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,"break-glass adequacy, visibility-widening, expiry, and review-burden tests",Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.","break-glass adequacy, visibility-widening, expiry, and review-burden tests",,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-047,actor and subject scoping tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,actor and subject scoping tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,actor and subject scoping tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",actor and subject scoping tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-048,replay graph-completeness blocking tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,replay graph-completeness blocking tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,replay graph-completeness blocking tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",replay graph-completeness blocking tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-049,investigation-bundle export integrity tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,investigation-bundle export integrity tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,investigation-bundle export integrity tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",investigation-bundle export integrity tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-050,audit-export graph parity tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,audit-export graph parity tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,audit-export graph parity tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Emit explicit events, projection freshness, parity, or continuity proof so operators can observe the requirement rather than infer it from UI calmness.",audit-export graph parity tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-051,investigation-bundle manifest-hash tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,investigation-bundle manifest-hash tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,investigation-bundle manifest-hash tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",investigation-bundle manifest-hash tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-052,full cross-journey trace tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,full cross-journey trace tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,full cross-journey trace tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",full cross-journey trace tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-053,framework-version mapping tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,framework-version mapping tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,framework-version mapping tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",framework-version mapping tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-054,evidence-completeness calculation tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,evidence-completeness calculation tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,evidence-completeness calculation tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",evidence-completeness calculation tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-055,evidence-graph completeness and orphan-edge tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,evidence-graph completeness and orphan-edge tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,evidence-graph completeness and orphan-edge tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",evidence-graph completeness and orphan-edge tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-056,pack-generation determinism tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,pack-generation determinism tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,pack-generation determinism tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",pack-generation determinism tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-057,export-manifest reproducibility tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,export-manifest reproducibility tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,export-manifest reproducibility tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",export-manifest reproducibility tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-058,query-plan and render-template drift tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,query-plan and render-template drift tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,query-plan and render-template drift tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",query-plan and render-template drift tests,,normalized,phase_test_section=Tests that must pass before moving on
REQ-TEST-phase-9-the-assurance-ledger-md-059,graph-hash drift invalidation tests,test,canonical,phase-9-the-assurance-ledger.md,Tests that must pass before moving on,graph-hash drift invalidation tests,Every mandatory phase test becomes a traceable registry row so later implementation and merge tasks know the exit gate they serve.,phase_9,assurance,cross_programme,cross_audience,cross_channel,,The relevant implementation and fixtures exist for the referenced phase or control surface.,Run the referenced verification suite or release gate.,graph-hash drift invalidation tests,Block the matching phase gate or release promotion until the suite passes.,,,Map or validate this requirement through the governed FHIR representation set rather than treating a FHIR resource as the hidden write model.,No extra security or privacy implication was stated beyond the default requirement to preserve auditability and minimum-necessary access.,"Record enough audit and projection evidence to prove the requirement remains true after replay, recovery, and release drift.",graph-hash drift invalidation tests,,normalized,phase_test_section=Tests that must pass before moving on
