provider_family,dimension_id,dimension_title,dimension_class,minimum_bar_mock_now,evidence_required_mock_now,kill_switch_if_failed_mock_now,source_refs,notes
pharmacy_dispatch_transport,authoritative_truth,Authoritative Truth Separation,proof_truth,5,"[""Simulator evidence showing accepted transport, pending proof, disputed proof, and authoritative confirmation as separate states for pharmacy referral dispatch and urgent-return transport."", ""Replay-safe ledger trace proving patient-visible or staff-visible calmness waits for the correct proof class.""]",Reject the mock if provider acceptance or webhook arrival is treated as authoritative truth.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","No provider family may pass without explicit proof-truth semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,ambiguity_handling,Ambiguity And Partial Failure Semantics,ambiguity_handling,5,"[""Fault-injection cases for stale, contradictory, duplicated, replayed, and out-of-order events within pharmacy referral dispatch and urgent-return transport."", ""Projection evidence proving ambiguous or degraded states stay open and block calm copy where required.""]",Reject the mock if contradictory or weak evidence collapses into silent retry or silent success.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Opaque ambiguity handling is a hard architectural failure, not a scoring nicety. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,security_replay,"Security, Authentication, And Replay Control",security,4,"[""Threat-model and contract tests for signed callbacks, nonce or state handling, replay protection, and environment isolation around pharmacy referral dispatch and urgent-return transport."", ""Evidence that browser-to-provider direct calls are impossible for this family.""]","Reject the mock if it permits direct browser calls, token reuse, or unverified callbacks.","[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Security control evidence must remain compatible with future secret ownership and vault-ingest law. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,privacy_residency,"Privacy, Residency, And Subprocessor Transparency",privacy,3,"[""Synthetic-data-only fixture pack for pharmacy referral dispatch and urgent-return transport with explicit PHI exclusion and redaction traces."", ""Mock data-retention statement describing what is persisted and why.""]","Reject the mock if it encourages real credentials, real patient data, or uncontrolled retention.","[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Mock-now uses synthetic data, but actual-later must still preserve the same disclosure boundaries. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,healthcare_compliance,UK Healthcare Compliance And Assurance Readiness,compliance,4,"[""Mock contract note describing which assurance or standards obligations the family must later satisfy."", ""Evidence map linking pharmacy referral dispatch and urgent-return transport to the relevant NHS or clinical-safety posture without claiming live approval.""]",Reject the mock if it implies live approval or hides later assurance obligations.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Actual-provider acceptance is blocked until the compliance evidence pack exists and matches the architecture. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,onboarding_and_sponsorship,Onboarding Friction And Sponsor Burden,onboarding_friction,2,"[""Explicit statement of which onboarding steps are intentionally deferred for pharmacy referral dispatch and urgent-return transport."", ""Task linkage showing how the mock keeps engineering moving while live approval waits.""]",Reject the mock if it pretends onboarding does not matter or hides later human approvals.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Actual-provider strategy weights this heavily because onboarding latency can distort programme order if left implicit. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,sandbox_depth,Sandbox Depth And Environment Isolation,sandbox_quality,5,"[""Simulator runbook proving every critical state, callback, and error path for pharmacy referral dispatch and urgent-return transport exists in a deterministic local environment."", ""Evidence that dev, test, and later-live behavior are separated without changing contract shape.""]","Reject the mock if the sandbox misses states that drive patient-visible truth, safety, or control-plane decisions.","[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Mock-now cares about full state coverage, not a thin happy-path stub. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,test_data_fidelity,Test Data And Synthetic Fixture Quality,test_data_quality,4,"[""Synthetic fixture set for pharmacy referral dispatch and urgent-return transport covering nominal, degraded, replay, stale, and blocked paths."", ""Contract-test evidence that fixture data preserves identifiers, timestamps, and hashes needed for Vecells logic.""]","Reject the mock if fixture data cannot reproduce the states that later drive calmness, closure, or recovery.","[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Weak test data quality usually hides real integration risk until too late in the programme. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,observability_and_audit,"Observability, Audit, And Replay Support",observability,4,"[""Event trace or audit view for pharmacy referral dispatch and urgent-return transport showing correlation IDs, proof upgrades, and replay handling."", ""Evidence that the simulator preserves the same diagnostic fields later live adapters will need.""]",Reject the mock if it removes the audit or replay evidence later diagnostics will rely on.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Observability must support both runtime diagnosis and later assurance evidence generation. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,operational_support,Operational Support And Incident Handling,operational_support,4,"[""Runbook excerpt explaining who owns degraded or disputed pharmacy referral dispatch and urgent-return transport states in the mock and how they are repaired."", ""Simulator evidence for escalation, reset, or manual-review paths.""]",Reject the mock if degraded paths exist with no clear recovery owner or operator action.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Later live-provider acceptance is not just about APIs; it is about the operational recovery contract too. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,commercial_and_lock_in,Cost Governance And Lock-In Control,cost_governance,2,"[""Statement that the simulator keeps commercial assumptions out of the core contract for pharmacy referral dispatch and urgent-return transport."", ""Evidence that the mock does not hard-code one future vendor decision.""]",Reject the mock if it bakes one vendor's commercial model into the product contract.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Commercial ease cannot override truth, safety, audit, or portability law. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,portability_and_exit,Portability And Adapter Exit Posture,portability,3,"[""Adapter boundary proof showing the simulator can be swapped without changing Vecells core logic for pharmacy referral dispatch and urgent-return transport."", ""Evidence that state, hashes, or identifiers are not tied to one provider-local meaning.""]","Reject the mock if identifiers, proof objects, or UX copy become inseparable from one supplier model.","[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Portability guards against direct supplier coupling and protects later provider changes. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,degraded_mode_resilience,Resilience And Degraded-Mode Compatibility,resilience,5,"[""Simulator evidence showing stale, partial, or blocked pharmacy referral dispatch and urgent-return transport states degrade through the published recovery posture."", ""Same-shell or same-control-plane recovery proof for the affected user or operator path.""]",Reject the mock if degraded or stale states are absent or if recovery posture diverges from the blueprint.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Degraded-mode law is part of the provider scorecard, not an afterthought. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,experience_and_brand_constraints,UI / Brand / Interaction Constraints,ui_brand_constraints,2,"[""Simulator screens or artifacts showing any provider-imposed UI or message constraints for pharmacy referral dispatch and urgent-return transport."", ""Evidence that Vecells can preserve quiet, accurate copy without hiding provider-mandated interaction rules.""]",Reject the mock if it hides provider-driven interaction constraints that later affect UX truth.,"[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","Interaction constraints matter when they change calmness, redirect safety, or patient expectations. Actual-provider later is heavier because later onboarding adds approval, support, or compliance burden without lowering the proof bar. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_dispatch_transport,simulator_fidelity,Simulator Fidelity And State Coverage,mock_fidelity,5,"[""Named state inventory for pharmacy referral dispatch and urgent-return transport covering happy, degraded, replayed, stale, and blocked paths."", ""Playwright or contract-test evidence proving the simulator drives real product logic instead of a toy stub.""]","Reject the mock if it omits states that later drive patient-visible truth, safety, or closure behavior.","[""blueprint/phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/phase-5-the-network-horizon.md#5F. Native hub booking commit, practice continuity, and cross-org messaging"", ""blueprint/platform-runtime-and-release-blueprint.md#DependencyDegradationProfile"", ""blueprint/platform-runtime-and-release-blueprint.md#AdapterContractProfile"", ""blueprint/forensic-audit-findings.md#Patch response. Hardened E_PHARM_SEND into a proof-backed dispatch chain"", ""phase-6-the-pharmacy-loop.md#6D. Referral pack composer, dispatch adapters, and transport contract"", ""phase-6-the-pharmacy-loop.md#Pharmacy contract, case model, and state machine"", ""phase-0-the-foundation-protocol.md#Pharmacy dispatch and confirmation gate algorithm"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint-init.md#7. Pharmacy First pathway"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_cross_org_secure_messaging_mesh"", ""blueprint-init.md#1. Product definition"", ""phase-5-the-network-horizon.md#Hub commit algorithm""]","This dimension exists specifically to prevent mock providers from becoming oversimplified placeholders. Mock-now is heavier because the simulator must prove this behavior before live onboarding exists. The mapped seq_021 seams are Pharmacy dispatch proof and urgent-return seam, Cross-organisation secure messaging and MESH seam."
pharmacy_outcome_observation,contract_shape,Capability And Tuple Coverage,capability,4,"[""State and action-scope matrix for Pharmacy Outcome Observation covering Update Record observation, replay-safe ingest, weak-match gates, manual review, unresolved outcomes, and reopen-for-safety branches."", ""Contract-test pack proving Vecells reads only the adapter-bound tuple for pharmacy outcome observation and reconciliation.""]","Reject the mock if it collapses capability, route tuple, or actor scope into a generic success flow.","[""blueprint/phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""blueprint/phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics"", ""blueprint/forensic-audit-findings.md#Finding 78 - Phase 6 used the generic term reconciliation_required for pharmacy outcome ambiguity"", ""data/analysis/dependency_truth_and_fallback_matrix.csv#dep_pharmacy_outcome_observation"", ""phase-6-the-pharmacy-loop.md#6F. Outcome ingest, Update Record observation, and reconciliation"", ""forensic-audit-findings.md#Finding 79 - weak-source matching did not clearly stop at a case-local review state"", ""phase-6-the-pharmacy-loop.md#6G. Bounce-back, urgent return, and reopen mechanics""]",Capability evaluation must stay in the Vecells core and may not escape into provider-specific semantics. Weights stay equal because the architectural law is invariant across mock-now and actual-provider later. The mapped seq_021 seams are Pharmacy outcome observation and reconciliation seam.
