term_id,canonical_term,entry_type,object_id,resolution_class,bounded_context,object_kind,definition,do_not_confuse_with,source_refs,notes
OBJ_SCOPEDMUTATIONGATE,ScopedMutationGate,object,OBJ_SCOPEDMUTATIONGATE,canonical_object,foundation_identity_access,gate,Responsibilities:,,phase-0-the-foundation-protocol.md#L4820; phase-5-the-network-horizon.md#L783; phase-0-the-foundation-protocol.md#L4914; phase-0-the-foundation-protocol.md#L5543; phase-2-identity-and-echoes.md#L512; phase-3-the-human-checkpoint.md#L216; phase-3-the-human-checkpoint.md#L303; phase-4-the-booking-engine.md#L731,
OBJ_SEARCHPOLICY,SearchPolicy,object,OBJ_SEARCHPOLICY,canonical_object,booking,policy,Explicit schema block for SearchPolicy in phase-4-the-booking-engine.md.,,phase-4-the-booking-engine.md#L30; phase-4-the-booking-engine.md#L96; phase-4-the-booking-engine.md#L390; phase-4-the-booking-engine.md#L540,
OBJ_SECTIONVISIBILITYCONTRACT,SectionVisibilityContract,object,OBJ_SECTIONVISIBILITYCONTRACT,canonical_object,foundation_identity_access,contract,Fields:,,phase-0-the-foundation-protocol.md#L2192,
OBJ_SECURELINKREISSUERECORD,SecureLinkReissueRecord,object,OBJ_SECURELINKREISSUERECORD,canonical_object,staff_support_operations,record,"`SecureLinkReissueRecord` is the only support-side envelope allowed to reissue a patient secure link or minimal recovery grant. Support may derive the replacement only from the current governing object, current lineage and runtime fences, and the immediately prior allowed minimal scope. Used, superseded, drifted, or scope-mismatched grants may not be cloned, and prior grants must be invalidated through `AccessGrantSupersessionRecord` before the replacement is delivered.",,staff-operations-and-support-blueprint.md#L243; staff-operations-and-support-blueprint.md#L173; staff-operations-and-support-blueprint.md#L246; staff-operations-and-support-blueprint.md#L397,
OBJ_SECURITYINCIDENT,SecurityIncident,object,OBJ_SECURITYINCIDENT,canonical_object,assurance_and_governance,case,Explicit schema block for SecurityIncident in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L1026,
OBJ_SELECTEDANCHOR,SelectedAnchor,object,OBJ_SELECTEDANCHOR,canonical_object,foundation_runtime_experience,other,Fields:,,phase-0-the-foundation-protocol.md#L7736; phase-0-the-foundation-protocol.md#L6967; phase-0-the-foundation-protocol.md#L7037; phase-0-the-foundation-protocol.md#L7914; phase-0-the-foundation-protocol.md#L7991; phase-0-the-foundation-protocol.md#L8046; phase-0-the-foundation-protocol.md#L8099; phase-0-the-foundation-protocol.md#L8208,
OBJ_SELECTEDANCHORPOLICY,SelectedAnchorPolicy,object,OBJ_SELECTEDANCHORPOLICY,canonical_object,frontend_runtime,policy,"`SelectedAnchorPolicy` defines which object or choice is the route family's primary continuity anchor, how tuple identity is computed, when in-place patching is legal, how invalidation is explained, when a replacement requires explicit acknowledgement, how long stubs must survive, how compare anchors relate to the primary anchor, and what should restore first on refresh, re-entry, or recovery. The policy belongs to the owning route-family claim and may not be silently swapped because a feature-specific child surface wants different anchor behavior.",,platform-frontend-blueprint.md#L3653; platform-frontend-blueprint.md#L1649; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L2287; platform-frontend-blueprint.md#L3577; platform-frontend-blueprint.md#L3656; platform-frontend-blueprint.md#L3676,
OBJ_SELECTEDANCHORPRESERVER,SelectedAnchorPreserver,object,OBJ_SELECTEDANCHORPRESERVER,canonical_object,foundation_runtime_experience,other,Responsibilities:,,phase-0-the-foundation-protocol.md#L7910,
OBJ_SELECTEDOBJECTANCHOR,SelectedObjectAnchor,object,OBJ_SELECTEDOBJECTANCHOR,canonical_object,frontend_runtime,other,"`SelectedObjectAnchor` is the stable identity for the object currently in focus. Sorting, filtering, regrouping, or projection refresh may change where the object renders, but they may not silently switch focus to a sibling object while the anchor remains active.",,ux-quiet-clarity-redesign.md#L90; ux-quiet-clarity-redesign.md#L93,
OBJ_SELFCAREBOUNDARYDECISION,SelfCareBoundaryDecision,object,OBJ_SELFCAREBOUNDARYDECISION,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L4294; self-care-content-and-admin-resolution-blueprint.md#L62; phase-0-the-foundation-protocol.md#L4965; phase-0-the-foundation-protocol.md#L4967; phase-3-the-human-checkpoint.md#L785; phase-9-the-assurance-ledger.md#L205; platform-frontend-blueprint.md#L3382; patient-account-and-communications-blueprint.md#L255,
OBJ_SELFCAREBOUNDARYDIGEST,SelfCareBoundaryDigest,object,OBJ_SELFCAREBOUNDARYDIGEST,canonical_object,staff_support_operations,digest,"`SelfCareBoundaryDigest` is the only workspace summary of self-care versus admin-resolution classification. Drawer copy, endpoint chips, staged previews, and next-step messaging may not reinterpret the current boundary from route label, subtype name, or draft wording once this digest exists, and the digest must also prove which patient-visible experience projection and published route tuple still match the workspace copy before writable posture remains live.",,staff-workspace-interface-architecture.md#L149; staff-workspace-interface-architecture.md#L152,
OBJ_SELFCAREEXPERIENCEPROJECTION,SelfCareExperienceProjection,object,OBJ_SELFCAREEXPERIENCEPROJECTION,canonical_object,foundation_identity_access,projection,Fields:,,phase-0-the-foundation-protocol.md#L4393; self-care-content-and-admin-resolution-blueprint.md#L73; phase-0-the-foundation-protocol.md#L4965; phase-9-the-assurance-ledger.md#L205; platform-frontend-blueprint.md#L3382; patient-account-and-communications-blueprint.md#L255; self-care-content-and-admin-resolution-blueprint.md#L45; self-care-content-and-admin-resolution-blueprint.md#L76,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_SERVICEHEALTHCELLPROJECTION,ServiceHealthCellProjection,object,OBJ_SERVICEHEALTHCELLPROJECTION,canonical_object,staff_support_operations,projection,Explicit schema block for ServiceHealthCellProjection in operations-console-frontend-blueprint.md.,,operations-console-frontend-blueprint.md#L410; operations-console-frontend-blueprint.md#L427; forensic-audit-findings.md#L582,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_SERVICEREQUEST,ServiceRequest,object,OBJ_SERVICEREQUEST,canonical_object,unknown,other,ServiceRequest is clearly relied upon by the audited flow or phase prose even though it lacks a standalone canonical block.,,vecells-complete-end-to-end-flow.md#L1; phase-0-the-foundation-protocol.md#L141; phase-0-the-foundation-protocol.md#L294; phase-0-the-foundation-protocol.md#L410; phase-0-the-foundation-protocol.md#L412; phase-6-the-pharmacy-loop.md#L550; phase-8-the-assistive-layer.md#L592; blueprint-init.md#L188,
OBJ_SERVICETYPEDECISION,ServiceTypeDecision,object,OBJ_SERVICETYPEDECISION,canonical_object,pharmacy,record,Explicit schema block for ServiceTypeDecision in phase-6-the-pharmacy-loop.md.,,phase-6-the-pharmacy-loop.md#L112,
OBJ_SESSION,Session,object,OBJ_SESSION,canonical_object,foundation_identity_access,other,Fields:,OBJ_ACCESSGRANT; OBJ_IDENTITYBINDING; OBJ_CAPABILITYDECISION,phase-0-the-foundation-protocol.md#L950; phase-2-identity-and-echoes.md#L55; phase-0-the-foundation-protocol.md#L276; phase-0-the-foundation-protocol.md#L415; phase-0-the-foundation-protocol.md#L4725; phase-0-the-foundation-protocol.md#L4739; phase-0-the-foundation-protocol.md#L5288; phase-0-the-foundation-protocol.md#L5309,
OBJ_SESSIONESTABLISHMENTDECISION,SessionEstablishmentDecision,object,OBJ_SESSIONESTABLISHMENTDECISION,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L1071; phase-2-identity-and-echoes.md#L270; phase-0-the-foundation-protocol.md#L348; phase-0-the-foundation-protocol.md#L4740; phase-0-the-foundation-protocol.md#L4937; phase-0-the-foundation-protocol.md#L5287; phase-0-the-foundation-protocol.md#L5288; phase-2-identity-and-echoes.md#L87,
OBJ_SESSIONGOVERNOR,SessionGovernor,object,OBJ_SESSIONGOVERNOR,canonical_object,foundation_identity_access,other,Responsibilities:,,phase-0-the-foundation-protocol.md#L4735; phase-0-the-foundation-protocol.md#L276; phase-0-the-foundation-protocol.md#L4710; phase-0-the-foundation-protocol.md#L4725; phase-0-the-foundation-protocol.md#L5309; phase-0-the-foundation-protocol.md#L5323; phase-2-identity-and-echoes.md#L519,
OBJ_SESSIONMERGEDECISION,SessionMergeDecision,object,OBJ_SESSIONMERGEDECISION,canonical_object,unknown,record,Explicit schema block for SessionMergeDecision in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L303; phase-7-inside-the-nhs-app.md#L321; phase-7-inside-the-nhs-app.md#L327; phase-7-inside-the-nhs-app.md#L354,
OBJ_SESSIONMERGEPOLICY,SessionMergePolicy,object,OBJ_SESSIONMERGEPOLICY,canonical_object,unknown,policy,Explicit schema block for SessionMergePolicy in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L297,
OBJ_SESSIONTERMINATIONSETTLEMENT,SessionTerminationSettlement,object,OBJ_SESSIONTERMINATIONSETTLEMENT,canonical_object,foundation_identity_access,settlement,Fields:,,phase-0-the-foundation-protocol.md#L1094; phase-2-identity-and-echoes.md#L273; phase-0-the-foundation-protocol.md#L4740; phase-2-identity-and-echoes.md#L295; phase-2-identity-and-echoes.md#L380,
OBJ_SHADOWCOMPARISONRUN,ShadowComparisonRun,object,OBJ_SHADOWCOMPARISONRUN,canonical_object,assistive,other,Explicit schema block for ShadowComparisonRun in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L922,
OBJ_SHELLBOUNDARYDECISION,ShellBoundaryDecision,object,OBJ_SHELLBOUNDARYDECISION,canonical_object,frontend_runtime,record,"`ShellBoundaryDecision` makes hard boundaries explicit. When continuity cannot be preserved, the shell must know whether to keep the shell, replace it, preserve bounded read-only state, or block and recover; hidden fallback redirects are forbidden.",,platform-frontend-blueprint.md#L155; platform-frontend-blueprint.md#L158,
OBJ_SHELLCONTINUITYFRAME,ShellContinuityFrame,object,OBJ_SHELLCONTINUITYFRAME,canonical_object,frontend_runtime,descriptor,"`ShellContinuityFrame` is the authoritative source of shell identity. `shellContinuityKey` must derive from it, and adjacent routes may not claim the same shell by matching URL shape or layout resemblance alone.",,platform-frontend-blueprint.md#L135; platform-frontend-blueprint.md#L104; platform-frontend-blueprint.md#L107; platform-frontend-blueprint.md#L138,
OBJ_SHELLFAMILYOWNERSHIPCONTRACT,ShellFamilyOwnershipContract,object,OBJ_SHELLFAMILYOWNERSHIPCONTRACT,canonical_object,frontend_runtime,contract,"`ShellFamilyOwnershipContract` is the authoritative shell-ownership map for one audience shell family. A route may look visually similar to another shell or be served from the same feature area, but it may not claim residency in that shell unless the current contract lists its route family explicitly.",,platform-frontend-blueprint.md#L3611; platform-frontend-blueprint.md#L3576; platform-frontend-blueprint.md#L3614; platform-frontend-blueprint.md#L3671; phase-cards.md#L115; blueprint-init.md#L39,
OBJ_SHELLNAVIGATIONMANIFEST,ShellNavigationManifest,object,OBJ_SHELLNAVIGATIONMANIFEST,canonical_object,frontend_runtime,manifest,"`ShellNavigationManifest` is the canonical navigation map for one shell family. Section order, selected section, utility navigation, compact navigation mode, and blocked-group posture must derive from this manifest rather than from route-local layout choices.",,platform-frontend-blueprint.md#L3606; platform-frontend-blueprint.md#L1669; platform-frontend-blueprint.md#L3577; platform-frontend-blueprint.md#L3609; platform-frontend-blueprint.md#L3670,
OBJ_SHELLPOLICY,ShellPolicy,object,OBJ_SHELLPOLICY,canonical_object,unknown,policy,Explicit schema block for ShellPolicy in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L202; phase-7-inside-the-nhs-app.md#L220,
OBJ_SHELLRESPONSIVEPROFILE,ShellResponsiveProfile,object,OBJ_SHELLRESPONSIVEPROFILE,canonical_object,frontend_runtime,descriptor,"`ShellResponsiveProfile` is the canonical responsive contract for one shell, channel profile, and breakpoint class. It defines which regions stay pinned, which collapse first, where the dominant action moves, how navigation compresses, and how compare or artifact surfaces degrade while shell identity stays the same.",,platform-frontend-blueprint.md#L3964; phase-0-the-foundation-protocol.md#L7978; phase-0-the-foundation-protocol.md#L8072; platform-frontend-blueprint.md#L287; platform-frontend-blueprint.md#L1684; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L3967; platform-frontend-blueprint.md#L3991,
OBJ_SHELLSCOPEDESCRIPTOR,ShellScopeDescriptor,object,OBJ_SHELLSCOPEDESCRIPTOR,canonical_object,frontend_runtime,descriptor,"`ShellScopeDescriptor` defines the legal scope of one persistent shell. A shell may keep navigation, utility affordances, and restore memory only while the next route remains inside this descriptor.",,platform-frontend-blueprint.md#L130; platform-frontend-blueprint.md#L133; platform-frontend-blueprint.md#L169,
OBJ_SHELLVISUALPROFILE,ShellVisualProfile,object,OBJ_SHELLVISUALPROFILE,canonical_object,frontend_runtime,descriptor,Explicit schema block for ShellVisualProfile in platform-frontend-blueprint.md.,,platform-frontend-blueprint.md#L85; platform-frontend-blueprint.md#L94; platform-frontend-blueprint.md#L1590; staff-workspace-interface-architecture.md#L374; canonical-ui-contract-kernel.md#L17,
OBJ_SITELINKMANIFEST,SiteLinkManifest,object,OBJ_SITELINKMANIFEST,canonical_object,unknown,manifest,Explicit schema block for SiteLinkManifest in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L383,
OBJ_SLOPROFILE,SLOProfile,object,OBJ_SLOPROFILE,canonical_object,assurance_and_governance,descriptor,Explicit schema block for SLOProfile in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L297,
OBJ_SLOTSEARCHSESSION,SlotSearchSession,object,OBJ_SLOTSEARCHSESSION,canonical_object,booking,other,Explicit schema block for SlotSearchSession in phase-4-the-booking-engine.md.,,phase-4-the-booking-engine.md#L371; phase-0-the-foundation-protocol.md#L6212; phase-4-the-booking-engine.md#L389; phase-4-the-booking-engine.md#L425,
OBJ_SLOTSETSNAPSHOT,SlotSetSnapshot,object,OBJ_SLOTSETSNAPSHOT,canonical_object,booking,record,Explicit schema block for SlotSetSnapshot in phase-4-the-booking-engine.md.,,phase-4-the-booking-engine.md#L39; phase-0-the-foundation-protocol.md#L6099; phase-0-the-foundation-protocol.md#L6212; phase-4-the-booking-engine.md#L395; phase-4-the-booking-engine.md#L540,
OBJ_SLOTSNAPSHOTRECOVERYSTATE,SlotSnapshotRecoveryState,object,OBJ_SLOTSNAPSHOTRECOVERYSTATE,canonical_object,booking,descriptor,Use this algorithm:,,phase-4-the-booking-engine.md#L383; phase-4-the-booking-engine.md#L397; phase-4-the-booking-engine.md#L425; phase-4-the-booking-engine.md#L455,
OBJ_SNAPSHOTCANDIDATEINDEX,SnapshotCandidateIndex,object,OBJ_SNAPSHOTCANDIDATEINDEX,canonical_object,booking,other,Explicit schema block for SnapshotCandidateIndex in phase-4-the-booking-engine.md.,,phase-4-the-booking-engine.md#L42; phase-0-the-foundation-protocol.md#L6099,
OBJ_SPEAKERSEGMENT,SpeakerSegment,object,OBJ_SPEAKERSEGMENT,canonical_object,assistive,other,Explicit schema block for SpeakerSegment in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L423,
OBJ_SSOENTRYGRANT,SSOEntryGrant,object,OBJ_SSOENTRYGRANT,canonical_object,unknown,grant,Explicit schema block for SSOEntryGrant in phase-7-inside-the-nhs-app.md.,,phase-7-inside-the-nhs-app.md#L291; phase-7-inside-the-nhs-app.md#L283; phase-7-inside-the-nhs-app.md#L316; phase-7-inside-the-nhs-app.md#L329; phase-7-inside-the-nhs-app.md#L350,
OBJ_SSORETURNDISPOSITION,SSOReturnDisposition,object,OBJ_SSORETURNDISPOSITION,canonical_object,unknown,record,Use this algorithm:,,phase-7-inside-the-nhs-app.md#L309; phase-7-inside-the-nhs-app.md#L320; phase-7-inside-the-nhs-app.md#L325; phase-7-inside-the-nhs-app.md#L329; phase-7-inside-the-nhs-app.md#L357,
OBJ_STAFFAUDIENCECOVERAGEPROJECTION,StaffAudienceCoverageProjection,object,OBJ_STAFFAUDIENCECOVERAGEPROJECTION,canonical_object,staff_support_operations,projection,"`StaffAudienceCoverageProjection` is the cross-shell adapter over the audience matrix for practice, hub, servicing-site, support, governance, and break-glass work. It binds each staff-facing purpose of use to one exact projection family, minimum-necessary contract, timeline grammar, preview contract set, artifact contract set, and mutation ceiling before a shell can appear live.",,staff-operations-and-support-blueprint.md#L38; staff-operations-and-support-blueprint.md#L41; staff-operations-and-support-blueprint.md#L50,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_STAFFIDENTITYCONTEXT,StaffIdentityContext,object,OBJ_STAFFIDENTITYCONTEXT,canonical_object,hub_coordination,other,Explicit schema block for StaffIdentityContext in phase-5-the-network-horizon.md.,,phase-5-the-network-horizon.md#L245; phase-0-the-foundation-protocol.md#L195; phase-0-the-foundation-protocol.md#L277; phase-0-the-foundation-protocol.md#L4802; phase-0-the-foundation-protocol.md#L5548; vecells-complete-end-to-end-flow.md#L11,
OBJ_STAFFWORKSPACECONSISTENCYPROJECTION,StaffWorkspaceConsistencyProjection,object,OBJ_STAFFWORKSPACECONSISTENCYPROJECTION,canonical_object,foundation_identity_access,projection,Fields:,,phase-0-the-foundation-protocol.md#L4115; staff-workspace-interface-architecture.md#L167; phase-0-the-foundation-protocol.md#L4135; phase-0-the-foundation-protocol.md#L8050; phase-0-the-foundation-protocol.md#L8860; phase-3-the-human-checkpoint.md#L11; phase-3-the-human-checkpoint.md#L125; phase-3-the-human-checkpoint.md#L222,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_STALEOWNERSHIPRECOVERYRECORD,StaleOwnershipRecoveryRecord,object,OBJ_STALEOWNERSHIPRECOVERYRECORD,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L1831; phase-0-the-foundation-protocol.md#L1864; phase-0-the-foundation-protocol.md#L5947; phase-0-the-foundation-protocol.md#L5952; phase-0-the-foundation-protocol.md#L5957; phase-3-the-human-checkpoint.md#L118; phase-3-the-human-checkpoint.md#L161; phase-3-the-human-checkpoint.md#L223,
OBJ_STANDALONESHELL,StandaloneShell,object,OBJ_STANDALONESHELL,canonical_object,unknown,other,"Full Vecells header, footer, and chrome.",,phase-7-inside-the-nhs-app.md#L234,
OBJ_STANDARDSBASELINEMAP,StandardsBaselineMap,object,OBJ_STANDARDSBASELINEMAP,canonical_object,platform_configuration,other,"`StandardsBaselineMap` is the authoritative version map for standards and platform obligations. It must bind the visible baseline to the exact candidate or live bundle under review, so operators cannot compare a draft against a stale or ambiguous standards set.",,platform-admin-and-config-blueprint.md#L477; platform-admin-and-config-blueprint.md#L480; platform-admin-and-config-blueprint.md#L510,
OBJ_STANDARDSCHANGENOTICE,StandardsChangeNotice,object,OBJ_STANDARDSCHANGENOTICE,canonical_object,assurance_and_governance,other,"Reuse the canonical `CompiledPolicyBundle` from Phase 0. Phase 9 may validate, hash, attest, and publish against that bundle, but it must not fork a second policy-bundle contract with the same name.",,phase-9-the-assurance-ledger.md#L1124,
OBJ_STANDARDSDEPENDENCYWATCHLIST,StandardsDependencyWatchlist,object,OBJ_STANDARDSDEPENDENCYWATCHLIST,canonical_object,foundation_identity_access,other,Fields:,,phase-0-the-foundation-protocol.md#L2635; platform-admin-and-config-blueprint.md#L502; phase-0-the-foundation-protocol.md#L2591; phase-0-the-foundation-protocol.md#L2666; phase-9-the-assurance-ledger.md#L1122; phase-9-the-assurance-ledger.md#L1132; phase-9-the-assurance-ledger.md#L1143; phase-9-the-assurance-ledger.md#L1144,
OBJ_STANDARDSEXCEPTIONRECORD,StandardsExceptionRecord,object,OBJ_STANDARDSEXCEPTIONRECORD,canonical_object,platform_configuration,record,"`StandardsExceptionRecord` is the only legal bypass for a blocked standard or dependency finding. Exceptions must be explicit, time-bounded, approval-bound, and visible beside the blocked candidate; silent tolerance is forbidden.",,platform-admin-and-config-blueprint.md#L497; phase-0-the-foundation-protocol.md#L2669; phase-9-the-assurance-ledger.md#L1122; governance-admin-console-frontend-blueprint.md#L980; platform-admin-and-config-blueprint.md#L434; platform-admin-and-config-blueprint.md#L500; platform-admin-and-config-blueprint.md#L513,
OBJ_STANDARDSVERSIONMAP,StandardsVersionMap,object,OBJ_STANDARDSVERSIONMAP,canonical_object,assurance_and_governance,other,Explicit schema block for StandardsVersionMap in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L606,
OBJ_STATEBRAID,StateBraid,object,OBJ_STATEBRAID,canonical_object,foundation_runtime_experience,other,Fields:,,phase-0-the-foundation-protocol.md#L7113; phase-0-the-foundation-protocol.md#L6945; phase-0-the-foundation-protocol.md#L6967; phase-0-the-foundation-protocol.md#L7985; phase-0-the-foundation-protocol.md#L7989; phase-0-the-foundation-protocol.md#L8046; phase-0-the-foundation-protocol.md#L8098; phase-0-the-foundation-protocol.md#L8383,
OBJ_STATUSACKNOWLEDGEMENTSCOPE,StatusAcknowledgementScope,object,OBJ_STATUSACKNOWLEDGEMENTSCOPE,canonical_object,frontend_runtime,other,Explicit schema block for StatusAcknowledgementScope in platform-frontend-blueprint.md.,,platform-frontend-blueprint.md#L1798; phase-0-the-foundation-protocol.md#L8182; phase-0-the-foundation-protocol.md#L8212; phase-0-the-foundation-protocol.md#L9281; platform-frontend-blueprint.md#L1814; platform-frontend-blueprint.md#L1852; platform-frontend-blueprint.md#L2928; vecells-complete-end-to-end-flow.md#L15,
OBJ_STATUSARBITRATIONDECISION,StatusArbitrationDecision,object,OBJ_STATUSARBITRATIONDECISION,canonical_object,frontend_runtime,record,Explicit schema block for StatusArbitrationDecision in platform-frontend-blueprint.md.,,platform-frontend-blueprint.md#L1795; phase-0-the-foundation-protocol.md#L8180; phase-0-the-foundation-protocol.md#L8186; phase-0-the-foundation-protocol.md#L8208; platform-frontend-blueprint.md#L1812; platform-frontend-blueprint.md#L1818; platform-frontend-blueprint.md#L1848; platform-frontend-blueprint.md#L3686,
OBJ_STATUSCUERECORD,StatusCueRecord,object,OBJ_STATUSCUERECORD,canonical_object,frontend_runtime,record,Explicit schema block for StatusCueRecord in platform-frontend-blueprint.md.,,platform-frontend-blueprint.md#L1789; phase-0-the-foundation-protocol.md#L8177; platform-frontend-blueprint.md#L1809,
OBJ_STATUSCUESETTLEMENT,StatusCueSettlement,object,OBJ_STATUSCUESETTLEMENT,canonical_object,frontend_runtime,settlement,"`StatusPresentationContract` must run before suppression and arbitration so each route family declares which meaning belongs in the shared strip, which stays local to a region, and which may lawfully escalate to banner.",,platform-frontend-blueprint.md#L1801; phase-0-the-foundation-protocol.md#L8185; platform-frontend-blueprint.md#L1817; platform-frontend-blueprint.md#L1825,
OBJ_STATUSPRESENTATIONCONTRACT,StatusPresentationContract,object,OBJ_STATUSPRESENTATIONCONTRACT,canonical_object,frontend_runtime,contract,"`StatusPresentationContract` is the route-family grammar for shell status. It decides which meaning belongs in the shared strip, which stays local to a card or region, when banner escalation is legal, and how freshness, settlement, and recovery must read as one coherent sentence.",,platform-frontend-blueprint.md#L3663; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L1804; platform-frontend-blueprint.md#L3577; platform-frontend-blueprint.md#L3666; platform-frontend-blueprint.md#L3676; platform-frontend-blueprint.md#L3686,
OBJ_STATUSSTRIPAUTHORITY,StatusStripAuthority,object,OBJ_STATUSSTRIPAUTHORITY,canonical_object,frontend_runtime,other,"`StatusStripAuthority` is the only shell-level owner for save, sync, freshness, pending, and recovery cues. `CasePulse`, local controls, and `DecisionDock` may expose scoped state, but they may not restate shell-level truth outside the authority contract.",,ux-quiet-clarity-redesign.md#L185; phase-0-the-foundation-protocol.md#L8180; phase-0-the-foundation-protocol.md#L9298; platform-frontend-blueprint.md#L299; platform-frontend-blueprint.md#L1445; platform-frontend-blueprint.md#L1622; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L1712,
OBJ_STATUSSUPPRESSIONLEDGER,StatusSuppressionLedger,object,OBJ_STATUSSUPPRESSIONLEDGER,canonical_object,frontend_runtime,other,Explicit schema block for StatusSuppressionLedger in platform-frontend-blueprint.md.,,platform-frontend-blueprint.md#L1792; phase-0-the-foundation-protocol.md#L8179; phase-0-the-foundation-protocol.md#L8186; platform-frontend-blueprint.md#L1811; platform-frontend-blueprint.md#L1818,
OBJ_STICKYACTIONDOCKCONTRACT,StickyActionDockContract,object,OBJ_STICKYACTIONDOCKCONTRACT,canonical_object,frontend_runtime,contract,"`StickyActionDockContract` keeps sticky actions operable without obscuring content. The dock must reserve scroll padding equal to its rendered height plus safe-area inset, and it must unstick, raise, or locally reflow when a focused field would otherwise be covered.",,platform-frontend-blueprint.md#L3979; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L3982; platform-frontend-blueprint.md#L4011,
OBJ_SUBMISSIONENVELOPE,SubmissionEnvelope,object,OBJ_SUBMISSIONENVELOPE,canonical_object,foundation_control_plane,aggregate,Fields:,OBJ_REQUEST; OBJ_REQUESTLINEAGE,phase-0-the-foundation-protocol.md#L506; phase-0-the-foundation-protocol.md#L105; phase-0-the-foundation-protocol.md#L314; phase-0-the-foundation-protocol.md#L315; phase-0-the-foundation-protocol.md#L470; phase-0-the-foundation-protocol.md#L707; phase-0-the-foundation-protocol.md#L4876; phase-0-the-foundation-protocol.md#L5038,
OBJ_SUBMISSIONPROMOTIONRECORD,SubmissionPromotionRecord,object,OBJ_SUBMISSIONPROMOTIONRECORD,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L541; phase-0-the-foundation-protocol.md#L538; phase-0-the-foundation-protocol.md#L707; phase-0-the-foundation-protocol.md#L5100; phase-0-the-foundation-protocol.md#L5103; phase-0-the-foundation-protocol.md#L5290; phase-1-the-red-flag-gate.md#L11; phase-1-the-red-flag-gate.md#L93,
OBJ_SUBPROCESSORASSURANCEREF,SubprocessorAssuranceRef,object,OBJ_SUBPROCESSORASSURANCEREF,canonical_object,assistive,other,Explicit schema block for SubprocessorAssuranceRef in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L1097; phase-8-the-assistive-layer.md#L1146,
OBJ_SUGGESTIONACTIONRECORD,SuggestionActionRecord,object,OBJ_SUGGESTIONACTIONRECORD,canonical_object,assistive,record,Explicit schema block for SuggestionActionRecord in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L627; phase-8-the-assistive-layer.md#L701; phase-8-the-assistive-layer.md#L705,
OBJ_SUGGESTIONACTIONSETTLEMENT,SuggestionActionSettlement,object,OBJ_SUGGESTIONACTIONSETTLEMENT,canonical_object,assistive,settlement,Explicit schema block for SuggestionActionSettlement in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L630; phase-8-the-assistive-layer.md#L647; phase-8-the-assistive-layer.md#L701; phase-8-the-assistive-layer.md#L726; phase-8-the-assistive-layer.md#L751,
OBJ_SUGGESTIONDRAFTINSERTIONLEASE,SuggestionDraftInsertionLease,object,OBJ_SUGGESTIONDRAFTINSERTIONLEASE,canonical_object,assistive,lease,Explicit schema block for SuggestionDraftInsertionLease in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L621; phase-8-the-assistive-layer.md#L699; phase-cards.md#L797; phase-cards.md#L824; forensic-audit-findings.md#L570,
OBJ_SUGGESTIONENVELOPE,SuggestionEnvelope,object,OBJ_SUGGESTIONENVELOPE,canonical_object,assistive,record,Explicit schema block for SuggestionEnvelope in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L600; phase-3-the-human-checkpoint.md#L528; phase-3-the-human-checkpoint.md#L532; phase-8-the-assistive-layer.md#L195; phase-8-the-assistive-layer.md#L649,
OBJ_SUGGESTIONPRESENTATIONARTIFACT,SuggestionPresentationArtifact,object,OBJ_SUGGESTIONPRESENTATIONARTIFACT,canonical_object,assistive,artifact,Use a multi-stage pipeline:,,phase-8-the-assistive-layer.md#L633; phase-8-the-assistive-layer.md#L707,
