transition_id,machine_id,canonical_name,machine_family,phase_tags,state_axis_type,from_state,to_state,trigger,coordinator_owned,guards,authoritative_proofs,related_objects,degraded_posture,closure_blocker_interactions,source_refs,notes
SM_BOOKING_CASE_STATUS__SEARCHING_LOCAL__OFFERS_READY,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,searching_local,offers_ready,Slot snapshot and offer session are current and patient-visible.,no,Snapshot is current; Offer session truth is current,SlotSetSnapshot; OfferSession,SlotSetSnapshot; OfferSession,,,"phase-4-the-booking-engine.md#4C Slot search, normalisation, and availability snapshots; phase-4-the-booking-engine.md#4D Slot scoring, offer orchestration, and selection experience",
SM_BOOKING_CASE_STATUS__OFFERS_READY__SELECTING,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,offers_ready,selecting,A slot is actively selected on the current snapshot and offer session.,no,Selection token and snapshot version still match,OfferSession(selectionState = selected); ReservationTruthProjection,OfferSession; ReservationTruthProjection,,,"phase-4-the-booking-engine.md#4D Slot scoring, offer orchestration, and selection experience",
SM_BOOKING_CASE_STATUS__SELECTING__REVALIDATING,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,selecting,revalidating,Chosen slot is rechecked against current supplier state and original policy.,no,"Selected slot, sourceVersion, and SearchPolicy still match",BookingTransaction(revalidationState = current),BookingTransaction; SearchPolicy,,,"phase-4-the-booking-engine.md#4E Commit path, revalidation, booking record, and compensation",
SM_BOOKING_CASE_STATUS__REVALIDATING__COMMIT_PENDING,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,revalidating,commit_pending,Commit begins on the fenced BookingTransaction.,no,Current BookingCase request ownership fence still matches; Reservation version still matches,BookingTransaction(commitState = pending); CommandActionRecord,BookingTransaction; RequestLifecycleLease,,,"phase-4-the-booking-engine.md#4E Commit path, revalidation, booking record, and compensation",
SM_BOOKING_CASE_STATUS__COMMIT_PENDING__BOOKED,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,commit_pending,booked,Authoritative booking truth is settled strongly enough for local case booked posture.,no,Durable provider reference or same-commit read-after-write proof exists,BookingConfirmationTruthProjection(confirmationTruthState = confirmed),BookingConfirmationTruthProjection; ExternalConfirmationGate,,,"phase-4-the-booking-engine.md#4E Commit path, revalidation, booking record, and compensation",
SM_BOOKING_CASE_STATUS__COMMIT_PENDING__CONFIRMATION_PENDING,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,commit_pending,confirmation_pending,Case-local commit needs explicit confirmation before calm booking truth.,no,Current booking attempt is awaiting authoritative confirmation,BookingConfirmationTruthProjection(confirmationTruthState = confirmation_pending); ExternalConfirmationGate,BookingConfirmationTruthProjection; ExternalConfirmationGate,,Confirmation ambiguity blocks calmness and closure,"phase-4-the-booking-engine.md#4A Booking contract, case model, and state machine",
SM_BOOKING_CASE_STATUS__COMMIT_PENDING__SUPPLIER_RECONCILIATION_PENDING,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,commit_pending,supplier_reconciliation_pending,Supplier truth is ambiguous or disputed and needs explicit booking review.,no,ExternalConfirmationGate exists for the current transaction chain,BookingConfirmationTruthProjection(confirmationTruthState = reconciliation_required); ExternalConfirmationGate(state = pending | disputed),BookingConfirmationTruthProjection; ExternalConfirmationGate,,Supplier reconciliation remains case-local and closure-blocking,"phase-4-the-booking-engine.md#4A Booking contract, case model, and state machine; forensic-audit-findings.md#Finding 73 - Phase 4 used the generic term reconciliation_required for booking-case ambiguity",
SM_BOOKING_CASE_STATUS__COMMIT_PENDING__WAITLISTED,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,commit_pending,waitlisted,No immediate safe booking exists but local waitlist continuation is still safe.,no,WaitlistDeadlineEvaluation.offerabilityState = waitlist_safe | at_risk; WaitlistFallbackObligation.requiredFallbackRoute = stay_local_waitlist,WaitlistEntry; WaitlistDeadlineEvaluation; WaitlistFallbackObligation,WaitlistEntry; WaitlistFallbackObligation,,,phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill,
SM_BOOKING_CASE_STATUS__WAITLISTED__CALLBACK_FALLBACK,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,waitlisted,callback_fallback,Waitlist fallback requires callback rather than continued local waiting.,no,requiredFallbackRoute = callback; Current CallbackCase and CallbackExpectationEnvelope exist for the same fallback fence,WaitlistFallbackObligation; CallbackCase; CallbackExpectationEnvelope,WaitlistFallbackObligation; CallbackCase,,Fallback obligation remains open until transfer settles,phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill,
SM_BOOKING_CASE_STATUS__WAITLISTED__FALLBACK_TO_HUB,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,waitlisted,fallback_to_hub,Waitlist fallback requires hub transfer.,no,requiredFallbackRoute = hub; Linked HubCoordinationCase exists on the same lineage,WaitlistFallbackObligation; HubCoordinationCase,WaitlistFallbackObligation; HubCoordinationCase,,Fallback obligation remains open until hub transfer settles,phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill,
SM_BOOKING_CASE_STATUS__COMMIT_PENDING__BOOKING_FAILED,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,commit_pending,booking_failed,Local booking attempt ends without a legal continuation path.,no,"No active waitlist, callback, or hub continuation remains",BookingFailureSettlement,BookingException,,,"phase-4-the-booking-engine.md#4A Booking contract, case model, and state machine",
SM_BOOKING_CASE_STATUS__BOOKED__MANAGED,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,booked,managed,"Managed cancel, reschedule, reminder, and detail-update lifecycle is now the active booking posture.",no,AppointmentRecord exists and latest confirmation truth is current,AppointmentRecord; BookingConfirmationTruthProjection,AppointmentRecord; BookingConfirmationTruthProjection,,,"phase-4-the-booking-engine.md#4F Appointment management: cancel, reschedule, reminders, and detail updates",
SM_BOOKING_CASE_STATUS__MANAGED__CLOSED,SM_BOOKING_CASE_STATUS,BookingCase.status,booking,phase_4_booking_engine,case_local,managed,closed,Managed booking branch has no remaining operational debt on the lineage.,no,"No active waitlist fallback, confirmation gate, or manage blocker remains",BookingClosureSettlement; RequestClosureRecord or branch-local closure truth,RequestClosureRecord; ExternalConfirmationGate,,,"phase-4-the-booking-engine.md#4F Appointment management: cancel, reschedule, reminders, and detail updates",
SM_WAITLIST_FALLBACK_TRANSFER__MONITORING__ARMED,SM_WAITLIST_FALLBACK_TRANSFER,WaitlistFallbackObligation.transferState,booking,phase_4_booking_engine; phase_5_network_horizon,gate,monitoring,armed,Deadline evaluation says local waitlist is no longer comfortably safe.,no,offerabilityState = fallback_required | overdue,WaitlistDeadlineEvaluation; WaitlistFallbackObligation,WaitlistDeadlineEvaluation,,Fallback obligation remains open until callback or hub transfer settles,phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill,
SM_WAITLIST_FALLBACK_TRANSFER__ARMED__TRANSFER_PENDING,SM_WAITLIST_FALLBACK_TRANSFER,WaitlistFallbackObligation.transferState,booking,phase_4_booking_engine; phase_5_network_horizon,gate,armed,transfer_pending,Callback or hub transfer has been chosen but linkage is not yet durable.,no,requiredFallbackRoute is callback or hub,WaitlistFallbackObligation(transferState = transfer_pending),CallbackCase; HubCoordinationCase,,,phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill,
SM_WAITLIST_FALLBACK_TRANSFER__TRANSFER_PENDING__TRANSFERRED,SM_WAITLIST_FALLBACK_TRANSFER,WaitlistFallbackObligation.transferState,booking,phase_4_booking_engine; phase_5_network_horizon,gate,transfer_pending,transferred,Callback or hub branch is durably linked to the same booking lineage.,no,CallbackCase or HubCoordinationCase exists on the same lineage fence,CallbackCase | HubCoordinationCase; LineageCaseLink,CallbackCase; HubCoordinationCase; LineageCaseLink,,,"phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill; phase-5-the-network-horizon.md#5G No-slot handling, urgent bounce-back, callback fallback, and reopen mechanics",
SM_WAITLIST_FALLBACK_TRANSFER__TRANSFERRED__SATISFIED,SM_WAITLIST_FALLBACK_TRANSFER,WaitlistFallbackObligation.transferState,booking,phase_4_booking_engine; phase_5_network_horizon,gate,transferred,satisfied,Transferred branch becomes the authoritative continuation path.,no,Current waitlist continuation truth no longer claims safe local waiting,WaitlistContinuationTruthProjection(patientVisibleState = callback_expected | hub_review_pending),WaitlistContinuationTruthProjection,,,phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill,
SM_WAITLIST_FALLBACK_TRANSFER__MONITORING__CANCELLED,SM_WAITLIST_FALLBACK_TRANSFER,WaitlistFallbackObligation.transferState,booking,phase_4_booking_engine; phase_5_network_horizon,gate,monitoring,cancelled,Local booking succeeds before fallback obligation activates.,no,Current BookingConfirmationTruthProjection is confirmed,BookingConfirmationTruthProjection(confirmationTruthState = confirmed),BookingConfirmationTruthProjection,,,phase-4-the-booking-engine.md#4G Smart Waitlist and local auto-fill,
SM_HUB_COORDINATION_CASE_STATUS__HUB_REQUESTED__INTAKE_VALIDATED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,hub_requested,intake_validated,Network request validates onto one explicit hub lineage branch.,no,Hub child LineageCaseLink is current for the same RequestLineage,NetworkBookingRequest; LineageCaseLink,NetworkBookingRequest; LineageCaseLink,,,"phase-5-the-network-horizon.md#5A Network coordination contract, case model, and state machine",
SM_HUB_COORDINATION_CASE_STATUS__INTAKE_VALIDATED__QUEUED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,intake_validated,queued,Hub case enters the coordination queue.,no,Policy evaluation exists,NetworkCoordinationPolicyEvaluation,NetworkCoordinationPolicyEvaluation,,,"phase-5-the-network-horizon.md#5A Network coordination contract, case model, and state machine",
SM_HUB_COORDINATION_CASE_STATUS__QUEUED__CLAIMED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,queued,claimed,Ownership lease is acquired for live hub coordination.,no,ownershipFenceToken and ownershipEpoch are current,HubOwnershipTransition(transitionState = accepted); RequestLifecycleLease,HubOwnershipTransition; RequestLifecycleLease,,Active ownership transitions and open-case blockers block closure,"phase-5-the-network-horizon.md#5A Network coordination contract, case model, and state machine",
SM_HUB_COORDINATION_CASE_STATUS__CLAIMED__CANDIDATE_SEARCHING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,claimed,candidate_searching,Network capacity snapshot generation begins.,no,Policy tuple remains current,NetworkCandidateSnapshot,NetworkCandidateSnapshot,,,phase-5-the-network-horizon.md#5C Enhanced Access policy engine and network capacity ingestion,
SM_HUB_COORDINATION_CASE_STATUS__CANDIDATE_SEARCHING__CANDIDATES_READY,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,candidate_searching,candidates_ready,Candidate snapshot and decision plan are computed.,no,Snapshot is trustworthy enough for diagnostic or offerable use,NetworkCandidateSnapshot; CrossSiteDecisionPlan,NetworkCandidateSnapshot; CrossSiteDecisionPlan,,,"phase-5-the-network-horizon.md#5D Coordination queue, candidate ranking, and SLA engine",
SM_HUB_COORDINATION_CASE_STATUS__CANDIDATES_READY__COORDINATOR_SELECTING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,candidates_ready,coordinator_selecting,Coordinator begins selection on the current ranked frontier.,no,Decision plan is current and policy tuple still matches,CrossSiteDecisionPlan,CrossSiteDecisionPlan,,,"phase-5-the-network-horizon.md#5E Alternative offers, patient choice, and network-facing UX",
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__ALTERNATIVES_OFFERED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,coordinator_selecting,alternatives_offered,A real AlternativeOfferSession is generated for patient-visible choice.,no,AlternativeOfferSession is current and policy-valid,AlternativeOfferSession; AlternativeOfferOptimisationPlan,AlternativeOfferSession; AlternativeOfferOptimisationPlan,,,"phase-5-the-network-horizon.md#5E Alternative offers, patient choice, and network-facing UX",
SM_HUB_COORDINATION_CASE_STATUS__ALTERNATIVES_OFFERED__PATIENT_CHOICE_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,alternatives_offered,patient_choice_pending,Live offer set is delivered and the case waits for patient response.,no,Offer session remains current and visible,HubOfferToConfirmationTruthProjection(offerState = patient_choice_pending),HubOfferToConfirmationTruthProjection,,,"phase-5-the-network-horizon.md#5E Alternative offers, patient choice, and network-facing UX",
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__CANDIDATE_REVALIDATING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,coordinator_selecting,candidate_revalidating,A selected candidate is rechecked against live capacity and policy before native booking.,no,Selected candidate source version and policy tuple are current,HubCommitAttempt; HubOfferToConfirmationTruthProjection(confirmationTruthState = candidate_revalidating),HubCommitAttempt; HubOfferToConfirmationTruthProjection,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_COORDINATION_CASE_STATUS__CANDIDATE_REVALIDATING__NATIVE_BOOKING_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,candidate_revalidating,native_booking_pending,Native booking commit is underway.,no,Selected candidate remains current under the active snapshot,HubCommitAttempt; HubOfferToConfirmationTruthProjection(confirmationTruthState = native_booking_pending),HubCommitAttempt; HubOfferToConfirmationTruthProjection,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_COORDINATION_CASE_STATUS__NATIVE_BOOKING_PENDING__CONFIRMATION_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,native_booking_pending,confirmation_pending,Native booking commit still awaits authoritative confirmation.,no,Current truth tuple still references the active attempt,HubOfferToConfirmationTruthProjection(confirmationTruthState = confirmation_pending),HubOfferToConfirmationTruthProjection; ExternalConfirmationGate,,Confirmation ambiguity and practice visibility remain open,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_COORDINATION_CASE_STATUS__CONFIRMATION_PENDING__BOOKED_PENDING_PRACTICE_ACK,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,confirmation_pending,booked_pending_practice_ack,Hub-native confirmation settles but the origin practice still owes acknowledgement.,no,Current truth projection confirms booking and practice ack generation is current,HubOfferToConfirmationTruthProjection(confirmationTruthState = confirmed_pending_practice_ack); PracticeAcknowledgementRecord(ackState = pending),HubOfferToConfirmationTruthProjection; PracticeAcknowledgementRecord,,Practice acknowledgement remains an open case blocker,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_COORDINATION_CASE_STATUS__BOOKED_PENDING_PRACTICE_ACK__BOOKED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,booked_pending_practice_ack,booked,Current practice acknowledgement debt is resolved or policy-exempt for the current generation.,no,PracticeAcknowledgementRecord ackState = acknowledged | not_required,PracticeAcknowledgementRecord; HubOfferToConfirmationTruthProjection(practiceVisibilityState = acknowledged | exception_granted),PracticeAcknowledgementRecord; HubOfferToConfirmationTruthProjection,,,"phase-5-the-network-horizon.md#5H Patient communications, network reminders, manage flows, and practice visibility",
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__CALLBACK_TRANSFER_PENDING,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,coordinator_selecting,callback_transfer_pending,Callback fallback is selected but not yet durably linked.,no,Fallback type is callback_request or callback_transfer,HubFallbackRecord(state = proposed); CallbackFallbackRecord,HubFallbackRecord; CallbackCase,,Fallback linkage remains a closure blocker,"phase-5-the-network-horizon.md#5G No-slot handling, urgent bounce-back, callback fallback, and reopen mechanics",
SM_HUB_COORDINATION_CASE_STATUS__CALLBACK_TRANSFER_PENDING__CALLBACK_OFFERED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,callback_transfer_pending,callback_offered,Current CallbackCase and CallbackExpectationEnvelope are durably linked and patient-visible.,no,CallbackExpectationEnvelope exists for the current fallback fence,HubFallbackRecord(state = transferred); CallbackExpectationEnvelope,HubFallbackRecord; CallbackExpectationEnvelope; CallbackCase,,,"phase-5-the-network-horizon.md#5G No-slot handling, urgent bounce-back, callback fallback, and reopen mechanics",
SM_HUB_COORDINATION_CASE_STATUS__COORDINATOR_SELECTING__ESCALATED_BACK,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,coordinator_selecting,escalated_back,Case is durably returned to practice rather than staying in hub coordination.,no,HubReturnToPracticeRecord exists,HubReturnToPracticeRecord; HubFallbackRecord,HubFallbackRecord,,,"phase-5-the-network-horizon.md#5G No-slot handling, urgent bounce-back, callback fallback, and reopen mechanics",
SM_HUB_COORDINATION_CASE_STATUS__BOOKED__CLOSED,SM_HUB_COORDINATION_CASE_STATUS,HubCoordinationCase.status,hub_coordination,phase_5_network_horizon,case_local,booked,closed,OpenCaseBlockers on the hub case are empty and closure is legal.,no,"Practice visibility, fallback linkage, supplier drift, and ownership blockers are all cleared",HubCaseClosureRecord; RequestClosureRecord(decision = close),RequestClosureRecord; HubOfferToConfirmationTruthProjection,,,"phase-5-the-network-horizon.md#5A Network coordination contract, case model, and state machine",
SM_HUB_CONFIRMATION_TRUTH__NO_COMMIT__CANDIDATE_REVALIDATING,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,hub_coordination,phase_5_network_horizon,continuity,no_commit,candidate_revalidating,A selected hub candidate enters revalidation.,no,Selected candidate source version and offer set hash remain current,HubCommitAttempt; HubOfferToConfirmationTruthProjection,HubCommitAttempt,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_CONFIRMATION_TRUTH__CANDIDATE_REVALIDATING__NATIVE_BOOKING_PENDING,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,hub_coordination,phase_5_network_horizon,continuity,candidate_revalidating,native_booking_pending,Native booking is dispatched on the current candidate tuple.,no,Current offer session and selected candidate still match,HubCommitAttempt; HubBookingEvidenceBundle,HubCommitAttempt; HubBookingEvidenceBundle,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_CONFIRMATION_TRUTH__NATIVE_BOOKING_PENDING__CONFIRMATION_PENDING,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,hub_coordination,phase_5_network_horizon,continuity,native_booking_pending,confirmation_pending,Commit started but authoritative confirmation is not yet complete.,no,Truth tuple remains current,HubOfferToConfirmationTruthProjection(confirmationTruthState = confirmation_pending),ExternalConfirmationGate,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_CONFIRMATION_TRUTH__CONFIRMATION_PENDING__CONFIRMED_PENDING_PRACTICE_ACK,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,hub_coordination,phase_5_network_horizon,continuity,confirmation_pending,confirmed_pending_practice_ack,"Booking confirmation is authoritative enough, but origin-practice visibility debt remains.",no,Current ackGeneration is unresolved,HubAppointmentRecord; PracticeAcknowledgementRecord(ackState = pending),HubAppointmentRecord; PracticeAcknowledgementRecord,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging; phase-5-the-network-horizon.md#5H Patient communications, network reminders, manage flows, and practice visibility",
SM_HUB_CONFIRMATION_TRUTH__CONFIRMED_PENDING_PRACTICE_ACK__CONFIRMED,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,hub_coordination,phase_5_network_horizon,continuity,confirmed_pending_practice_ack,confirmed,Practice acknowledgement debt clears on the current generation.,no,ackState = acknowledged | not_required,PracticeAcknowledgementRecord; HubOfferToConfirmationTruthProjection(practiceVisibilityState = acknowledged | exception_granted),PracticeAcknowledgementRecord,,,"phase-5-the-network-horizon.md#5H Patient communications, network reminders, manage flows, and practice visibility",
SM_HUB_CONFIRMATION_TRUTH__CONFIRMATION_PENDING__DISPUTED,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,hub_coordination,phase_5_network_horizon,continuity,confirmation_pending,disputed,Competing evidence or supplier drift makes confirmation ambiguous.,no,Current truth tuple no longer proves one calm booking chain,HubOfferToConfirmationTruthProjection(confirmationTruthState = disputed),HubCommitAttempt; PracticeAcknowledgementRecord,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_HUB_CONFIRMATION_TRUTH__DISPUTED__SUPERSEDED,SM_HUB_CONFIRMATION_TRUTH,HubOfferToConfirmationTruthProjection.confirmationTruthState,hub_coordination,phase_5_network_horizon,continuity,disputed,superseded,A later authoritative tuple replaces the disputed projection.,no,Newer truth tuple is current,HubOfferToConfirmationTruthProjection(confirmationTruthState = superseded),HubAppointmentRecord,,,"phase-5-the-network-horizon.md#5F Native hub booking commit, practice continuity, and cross-org messaging",
SM_PHARMACY_CASE_STATUS__CANDIDATE_RECEIVED__RULES_EVALUATING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,candidate_received,rules_evaluating,Service type and pathway eligibility are computed for the new pharmacy branch.,no,Pharmacy child LineageCaseLink is current; DecisionEpoch is unsuperseded,ServiceTypeDecision; PathwayEligibilityEvaluation,ServiceTypeDecision; PathwayEligibilityEvaluation,,,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_CASE_STATUS__RULES_EVALUATING__INELIGIBLE_RETURNED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,rules_evaluating,ineligible_returned,Pathway rules reject safe pharmacy progression and return the work.,no,Eligibility evaluation recommends return,PathwayEligibilityEvaluation(recommendedLane = return),PathwayEligibilityEvaluation,,,"phase-6-the-pharmacy-loop.md#6B Eligibility engine, pathway rules, and versioned policy packs",
SM_PHARMACY_CASE_STATUS__RULES_EVALUATING__ELIGIBLE_CHOICE_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,rules_evaluating,eligible_choice_pending,Pathway rules allow provider choice and referral progression.,no,Eligibility evaluation recommends pharmacy lane,PathwayEligibilityEvaluation(recommendedLane = pharmacy),PharmacyChoiceSession,,,"phase-6-the-pharmacy-loop.md#6B Eligibility engine, pathway rules, and versioned policy packs",
SM_PHARMACY_CASE_STATUS__ELIGIBLE_CHOICE_PENDING__PROVIDER_SELECTED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,eligible_choice_pending,provider_selected,A provider is durably selected from the current choice session.,no,Choice session and ranking tuple remain current,PharmacyChoiceSession; PharmacyChoiceOverrideAcknowledgement when required,PharmacyChoiceSession; PharmacyChoiceProof,,,"phase-6-the-pharmacy-loop.md#6C Pharmacy discovery, provider choice, and directory abstraction",
SM_PHARMACY_CASE_STATUS__PROVIDER_SELECTED__CONSENT_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,provider_selected,consent_pending,"Selection exists but valid referral consent is missing, expired, or withdrawn.",no,Current PharmacyConsentCheckpoint is not satisfied,PharmacyConsentCheckpoint(checkpointState = expiring | renewal_required | withdrawn | revoked_post_dispatch | withdrawal_reconciliation | recovery_required),PharmacyConsentCheckpoint,,Consent checkpoint blocks dispatch and calm pharmacy reassurance,"phase-6-the-pharmacy-loop.md#6A Pharmacy contract, case model, and state machine",
SM_PHARMACY_CASE_STATUS__PROVIDER_SELECTED__PACKAGE_READY,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,provider_selected,package_ready,Valid consent exists and the canonical referral package is frozen.,no,Current PharmacyConsentCheckpoint.checkpointState = satisfied,PharmacyConsentCheckpoint(checkpointState = satisfied); PharmacyReferralPackage(packageState = frozen),PharmacyConsentCheckpoint; PharmacyReferralPackage,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_CASE_STATUS__PACKAGE_READY__CONSENT_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,package_ready,consent_pending,"Provider, scope, or consent drift invalidates the prior package.",no,Consent checkpoint no longer remains satisfied,PharmacyConsentCheckpoint; PharmacyConsentRevocationRecord,PharmacyConsentCheckpoint; PharmacyConsentRevocationRecord,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_CASE_STATUS__PACKAGE_READY__DISPATCH_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,package_ready,dispatch_pending,Dispatch attempt begins on the frozen package and provider tuple.,no,Current consent checkpoint remains satisfied; Current route intent and request ownership fences still match,PharmacyDispatchAttempt(status = created); CommandActionRecord,PharmacyDispatchAttempt; PharmacyConsentCheckpoint; RequestLifecycleLease,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_CASE_STATUS__DISPATCH_PENDING__REFERRED,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,dispatch_pending,referred,Dispatch proof is sufficient for referral handoff under the transport assurance profile.,no,Relevant confirmation gate is created or refreshed,PharmacyDispatchAttempt(status = proof_satisfied); ExternalConfirmationGate,PharmacyDispatchAttempt; ExternalConfirmationGate,,,"phase-6-the-pharmacy-loop.md#6D Referral pack composer, dispatch adapters, and transport contract",
SM_PHARMACY_CASE_STATUS__REFERRED__CONSULTATION_OUTCOME_PENDING,SM_PHARMACY_CASE_STATUS,PharmacyCase.status,pharmacy,phase_6_pharmacy_loop,case_local,referred,consultation_outcome_pending,Referral is durably dispatched and the case awaits pharmacy outcome.,no,Current dispatch tuple remains matched to the package and provider,PharmacyDispatchAttempt(status = proof_satisfied); PharmacyContinuityEvidenceProjection,PharmacyDispatchAttempt; PharmacyContinuityEvidenceProjection,,,"phase-6-the-pharmacy-loop.md#6E Patient instructions, referral status, and pharmacy-facing UX logic",
