seed_object_id,object_type,reference_case_id,tenant_scope_ref,organisation_scope_ref,route_family_ref,starting_surface_ref,seed_state,simulator_refs,continuity_control_refs,release_verification_use,phi_safe_class,requires_live_credentials,canonical_truth_refs,notes
SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_PATIENT_RECEIPT_V1,PatientReceiptEnvelope,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,blocked,sim_nhs_login_auth_session_twin; sim_optional_pds_enrichment_twin,patient_nav,preview,synthetic_phi_safe,no,PatientReceiptEnvelope; PatientShellConsistencyProjection,"Receipt rows keep preview shells truthful about calm, degraded, or blocked posture."
SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_RECOVERY_CONTINUATION_TOKEN_V1,RecoveryContinuationToken,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,active,sim_nhs_login_auth_session_twin; sim_optional_pds_enrichment_twin,patient_nav,preview,synthetic_phi_safe,no,RecoveryContinuationToken; PatientActionRecoveryEnvelope,Recovery tokens bind same-shell return instead of detached restart flows.
SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_RELEASE_BINDING_ROW_V1,VerificationScenarioBinding,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,preview,sim_nhs_login_auth_session_twin; sim_optional_pds_enrichment_twin,patient_nav,preview,synthetic_phi_safe,no,VS_058_CI_PREVIEW_V1,Release and runtime tuple binding keeps seed simulation reusable across rings.
SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_REQUEST_LINEAGE_V1,RequestLineage,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,active,sim_nhs_login_auth_session_twin; sim_optional_pds_enrichment_twin,patient_nav,preview,synthetic_phi_safe,no,RequestLineage; LineageCaseLink,Lineage rows preserve child-case links and replay-safe causality.
SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_REQUEST_V1,Request,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,active,sim_nhs_login_auth_session_twin; sim_optional_pds_enrichment_twin,patient_nav,preview,synthetic_phi_safe,no,Request; RequestClosureRecord,Canonical request truth remains domain-owned even when transport is simulated.
SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_ROUTE_INTENT_BINDING_V1,RouteIntentBinding,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,bound,sim_nhs_login_auth_session_twin; sim_optional_pds_enrichment_twin,patient_nav,preview,synthetic_phi_safe,no,RouteIntentBinding; ScopedMutationGate,Route-intent tuple keeps writable posture bound to publication and subject fences.
SEED_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_SUBMISSION_ENVELOPE_V1,SubmissionEnvelope,RC_059_WRONG_PATIENT_IDENTITY_REPAIR_HOLD_V1,tenant://vecells/phase0-primary,SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,rf_patient_secure_link_recovery,audsurf_patient_transaction_recovery,captured,sim_nhs_login_auth_session_twin; sim_optional_pds_enrichment_twin,patient_nav,preview,synthetic_phi_safe,no,SubmissionEnvelope; SubmissionIngressRecord,Envelope fixture preserves pre-promotion evidence and continuation state.
SEED_059_ORG_MERIDIAN_FAMILY_PRACTICE_V1,OrganisationScope,shared,tenant://vecells/phase0-primary,org://meridian-family-practice,shared,shared,active,,,shared,synthetic_structure_only,no,practice.scope; provider.context,"Primary practice scope for patient, booking, and pharmacy reference cases."
SEED_059_ORG_NORTH_RIVER_HUB_V1,OrganisationScope,shared,tenant://vecells/phase0-primary,org://north-river-hub,shared,shared,active,,,shared,synthetic_structure_only,no,hub.scope; acting.scope,Hub-desk scope reused by booking ambiguity and fallback-review drills.
SEED_059_ORG_RIVERSTONE_PHARMACY_V1,OrganisationScope,shared,tenant://vecells/phase0-primary,org://riverstone-pharmacy,shared,shared,active,,,shared,synthetic_structure_only,no,pharmacy.scope; servicing.scope,Pharmacy servicing scope reused by dispatch and weak-match settlement drills.
SEED_059_ORG_VECELLS_SUPPORT_V1,OrganisationScope,shared,tenant://vecells/phase0-primary,org://vecells-support,shared,shared,active,,,shared,synthetic_structure_only,no,support.scope; replay.scope,Support workspace scope reused by duplicate review and replay-restore cases.
SEED_059_RUNTIME_BINDING_INTEGRATION_V1,AudienceSurfaceRuntimeBinding,shared,tenant://vecells/phase0-primary,org://vecells/platform,shared,shared,exact,,,integration,no_phi,no,VS_058_INTEGRATION_V1,Integration ring runtime tuple for simulator-backed flows.
SEED_059_RUNTIME_BINDING_PREPROD_V1,AudienceSurfaceRuntimeBinding,shared,tenant://vecells/phase0-primary,org://vecells/platform,shared,shared,exact,,,preprod,no_phi,no,VS_058_PREPROD_V1,Preprod ring runtime tuple for continuity and recovery rehearsal.
SEED_059_RUNTIME_BINDING_PREVIEW_V1,AudienceSurfaceRuntimeBinding,shared,tenant://vecells/phase0-primary,org://vecells/platform,shared,shared,exact,,,preview,no_phi,no,VS_058_CI_PREVIEW_V1,Preview ring runtime tuple for seed-only shell truth.
SEED_059_RUNTIME_BINDING_WAVE_PROBE_V1,AudienceSurfaceRuntimeBinding,shared,tenant://vecells/phase0-primary,org://vecells/platform,shared,shared,exact,,,wave_probe,no_phi,no,VS_058_PRODUCTION_V1,Wave-probe runtime tuple for canary and rollback proof with seed-only dependencies.
SEED_059_TENANT_SCOPE_PRIMARY_V1,TenantScope,shared,tenant://vecells/phase0-primary,org://vecells/platform,shared,shared,active,,,shared,synthetic_structure_only,no,tenant.scope; acting.scope,Primary Phase 0 tenant scope reused across all reference cases.
